pos	relate_score	population	cluster_id	cluster_start	cluster_end	cluster_center	cluster_size	cluster_max_score	cluster_mean_score
330624	7.38979	ACB	15	330624	517118	435700.0	3	7.38979	6.1046466666666666
435700	5.69599	ACB	15	330624	517118	435700.0	3	7.38979	6.1046466666666666
517118	5.22816	ACB	15	330624	517118	435700.0	3	7.38979	6.1046466666666666
808692	6.02999	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
824136	5.00252	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
824225	5.00252	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
883811	6.17106	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
889651	5.72219	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
890391	5.72219	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
890459	5.72219	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
891904	5.05267	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
897491	5.26528	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
989254	7.2632	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
993855	7.40411	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
994033	5.87194	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1007424	5.09982	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1007801	6.02999	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1062215	5.03851	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1246344	5.21197	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1246851	5.21197	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1279758	5.4368	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1380942	5.10557	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1381505	5.1328	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1383328	5.31069	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1384144	5.31069	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1387220	6.40623	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1442906	5.33009	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
1443049	5.33009	ACB	16	808692	1664019	1387220.0	45	8.90917	5.634940444444445
