ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
19280392	-3.64513	3.64513	19295968	10.3557	15576	22
21235631	-4.24825	4.24825	21209588	5.39419	26043	2
21242103	-4.87489	4.87489	21209588	5.39419	32515	2
30582041	4.60034	4.60034	30598218	7.05071	16177	1
32817728	-3.91715	3.91715	32792408	7.36154	25320	2
32818844	4.58231	4.58231	32792408	7.36154	26436	2
32819005	-3.77125	3.77125	32792408	7.36154	26597	2
32819005	-6.51555	6.51555	32792408	7.36154	26597	2
32820168	-4.83409	4.83409	32792408	7.36154	27760	2
32820420	-4.31079	4.31079	32792408	7.36154	28012	2
32821452	5.40484	5.40484	32792408	7.36154	29044	2
32827065	-4.68594	4.68594	32792408	7.36154	34657	2
48034589	-4.16121	4.16121	48046594	5.58526	12005	2
48042117	4.64468	4.64468	48046594	5.58526	4477	5
65834381	-4.24022	4.24022	65787190	5.06021	47191	2
68780389	-6.33143	6.33143	68797248	5.61621	16859	4
68782824	5.85688	5.85688	68797248	5.61621	14424	4
68786454	6.26626	6.26626	68797248	5.61621	10794	4
95386498	-3.56243	3.56243	95413876	5.58526	27378	6
95392306	4.50819	4.50819	95413876	5.58526	21570	7
95449832	3.93822	3.93822	95413876	5.58526	35956	10
95452608	3.87763	3.87763	95413876	5.58526	38732	9
95456055	-3.66955	3.66955	95413876	5.58526	42179	8
95456055	3.56613	3.56613	95413876	5.58526	42179	8
99363824	-3.75553	3.75553	99333094	6.49403	30730	4
99363867	-3.75576	3.75576	99333094	6.49403	30773	4
99364937	-3.73714	3.73714	99333094	6.49403	31843	4
101200627	-3.53685	3.53685	101242108	5.43054	41481	2
101202245	3.61506	3.61506	101242108	5.43054	39863	2
101203625	-3.68512	3.68512	101242108	5.43054	38483	2
101203708	-3.67837	3.67837	101242108	5.43054	38400	2
101203840	-3.76027	3.76027	101242108	5.43054	38268	2
107781784	4.10007	4.10007	107794565	6.56681	12781	8
107783358	6.1448	6.1448	107794565	6.56681	11207	8
107783369	3.95968	3.95968	107794565	6.56681	11196	8
107783453	3.56817	3.56817	107794565	6.56681	11112	8
107783930	4.58362	4.58362	107794565	6.56681	10635	8
107786726	-4.90245	4.90245	107794565	6.56681	7839	8
