ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
33344634	3.90726	3.90726	33339722	5.10542	4912	1
41897584	3.7748	3.7748	41874375	6.01521	23209	2
41900739	4.56409	4.56409	41874375	6.01521	26364	2
78987836	-5.27576	5.27576	78944117	5.24151	43719	1
78988641	-4.55943	4.55943	78944117	5.24151	44524	1
78990572	-4.26892	4.26892	78944117	5.24151	46455	1
78991852	-3.78665	3.78665	78944117	5.24151	47735	1
78993268	-4.69302	4.69302	78944117	5.24151	49151	1
82407799	-3.78335	3.78335	82359272	5.15621	48527	1
90673726	-4.32647	4.32647	90634786	5.61778	38940	1
90674415	-4.27432	4.27432	90634786	5.61778	39629	1
90674561	-3.83125	3.83125	90634786	5.61778	39775	1
90674666	-4.35409	4.35409	90634786	5.61778	39880	1
90679403	-4.27523	4.27523	90634786	5.61778	44617	1
97459569	3.68998	3.68998	97465273	5.12545	5704	1
97464297	3.66724	3.66724	97465273	5.12545	976	1
97464297	4.18856	4.18856	97465273	5.12545	976	1
100096608	3.64338	3.64338	100134485	5.68662	37877	2
100100148	3.73808	3.73808	100134485	5.68662	34337	2
100105840	3.70859	3.70859	100134485	5.68662	28645	2
100110525	-3.94202	3.94202	100134485	5.68662	23960	2
123035923	-4.71015	4.71015	123084098	5.93204	48175	2
133492652	3.70153	3.70153	133472309	5.25893	20343	1
133493114	5.56939	5.56939	133472309	5.25893	20805	1
133495311	-4.67577	4.67577	133472309	5.25893	23002	1
133496422	-4.4904	4.4904	133472309	5.25893	24113	1
133496422	4.98073	4.98073	133472309	5.25893	24113	1
133500498	-4.45199	4.45199	133472309	5.25893	28189	1
133501471	-4.45199	4.45199	133472309	5.25893	29162	1
133504591	4.72914	4.72914	133472309	5.25893	32282	1
133504591	-4.35509	4.35509	133472309	5.25893	32282	1
136100442	4.65355	4.65355	136058049	5.54436	42393	1
136102281	3.68926	3.68926	136058049	5.54436	44232	1
136102515	3.79238	3.79238	136058049	5.54436	44466	1
146178444	-3.96823	3.96823	146168021	7.75937	10423	4
146476206	-5.03282	5.03282	146458610	5.21292	17596	1
146476208	-5.03282	5.03282	146458610	5.21292	17598	1
146476396	-4.85174	4.85174	146458610	5.21292	17786	1
146476579	4.99283	4.99283	146458610	5.21292	17969	1
146476767	-5.0134	5.0134	146458610	5.21292	18157	1
146477349	-5.26629	5.26629	146458610	5.21292	18739	1
146477412	5.73443	5.73443	146458610	5.21292	18802	1
146477760	4.31917	4.31917	146458610	5.21292	19150	1
146477928	-4.25863	4.25863	146458610	5.21292	19318	1
146478054	4.31917	4.31917	146458610	5.21292	19444	1
146478056	4.31917	4.31917	146458610	5.21292	19446	1
146478130	-4.25863	4.25863	146458610	5.21292	19520	1
146478536	-4.27387	4.27387	146458610	5.21292	19926	1
146478620	-4.27387	4.27387	146458610	5.21292	20010	1
146478624	4.3003	4.3003	146458610	5.21292	20014	1
146478723	-4.27387	4.27387	146458610	5.21292	20113	1
146478868	-4.27387	4.27387	146458610	5.21292	20258	1
146478904	-4.27387	4.27387	146458610	5.21292	20294	1
146479007	-4.27387	4.27387	146458610	5.21292	20397	1
146479143	-4.34074	4.34074	146458610	5.21292	20533	1
