gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
MTND6P12	ENSG00000235039	processed_pseudogene	X	5168918	5169439	-	subject	contained	X	5116111	5176035	59924	121	4.21718
MTCYBP12	ENSG00000226313	processed_pseudogene	X	5169512	5170645	+	subject	contained	X	5116111	5176035	59924	121	4.21718
NLGN4X	ENSG00000146938	protein_coding	X	5840637	6228867	-	escapee	flanking	X	5802158	5813049	10891	28	5.53923
FAM9B	ENSG00000177138	protein_coding	X	9024232	9295682	-	subject	contains_region	X	9259743	9281578	21835	46	6.41225
ENSG00000228543	ENSG00000228543	lncRNA	X	9249920	9275206	+	subject	overlapping	X	9259743	9281578	21835	46	6.41225
ENSG00000235071	ENSG00000235071	processed_pseudogene	X	16474342	16475340	-	subject	overlapping	X	16519960	16535093	15133	23	5.91412
RN7SL658P	ENSG00000239333	misc_RNA	X	16539137	16539439	-	subject	overlapping	X	16519960	16535093	15133	23	5.91412
PRDX4	ENSG00000123131	protein_coding	X	23664262	23686397	+	subject	flanking	X	23611452	23619149	7697	20	4.82403
DMD	ENSG00000198947	protein_coding	X	31097677	33339609	-	subject	contains_region	X	32313836	32331687	17851	22	6.17312
ENSG00000289215	ENSG00000289215	lncRNA	X	32353833	32356406	-	subject	overlapping	X	32313836	32331687	17851	22	6.17312
ENSG00000286475	ENSG00000286475	lncRNA	X	36678678	36866689	-	subject	flanking	X	36608099	36641498	33399	52	4.56465
ENSG00000230478	ENSG00000230478	processed_pseudogene	X	87425583	87425690	-	subject	overlapping	X	87369843	87375870	6027	42	4.48731
ENSG00000271693	ENSG00000271693	processed_pseudogene	X	88369343	88369459	+	subject	overlapping	X	88402651	88423693	21042	25	4.79401
CPXCR1	ENSG00000147183	protein_coding	X	88747225	88754785	+	subject	overlapping	X	88759016	88776043	17027	28	5.6975
PCDH11X	ENSG00000102290	protein_coding	X	91779261	92623230	+	subject	contains_region	X	92327602	92346602	19000	25	4.7417
DLGAP5P2	ENSG00000237873	processed_pseudogene	X	93042490	93042942	+	subject	contained	X	93040500	93059098	18598	32	6.62551
MIR548M	ENSG00000221187	miRNA	X	95063141	95063226	-	subject	overlapping	X	95039376	95050695	11319	24	4.42143
ENSG00000286523	ENSG00000286523	lncRNA	X	96127747	96372889	-	subject	contains_region	X	96347669	96364206	16537	25	6.27008
BRDTP1	ENSG00000271209	processed_pseudogene	X	96337236	96337912	-	subject	overlapping	X	96347669	96364206	16537	25	6.27008
RN7SKP194	ENSG00000223260	misc_RNA	X	96410432	96410782	-	subject	overlapping	X	96347669	96364206	16537	25	6.27008
NXT2	ENSG00000101888	protein_coding	X	109535781	109544698	+	subject	overlapping	X	109545685	109589726	44041	70	7.92677
MFN1P1	ENSG00000233874	processed_pseudogene	X	109568478	109570289	+	subject	contained	X	109545685	109589726	44041	70	7.92677
KCNE5	ENSG00000176076	protein_coding	X	109623700	109625172	-	subject	overlapping	X	109545685	109589726	44041	70	7.92677
ACSL4	ENSG00000068366	protein_coding	X	109624244	109733403	-	subject	flanking	X	109545685	109589726	44041	70	7.92677
ENSG00000237319	ENSG00000237319	processed_pseudogene	X	109636834	109637063	+	subject	overlapping	X	109545685	109589726	44041	70	7.92677
RPS5P7	ENSG00000225381	processed_pseudogene	X	109853312	109853919	+	subject	contained	X	109850603	109868732	18129	25	4.47356
TRPC5	ENSG00000072315	protein_coding	X	111768011	112082776	-	subject	flanking	X	112112474	112132510	20036	51	4.71131
RTL4	ENSG00000187823	protein_coding	X	112083016	112457514	+	subject	contains_region	X	112112474	112132510	20036	51	4.71131
RTL4	ENSG00000187823	protein_coding	X	112083016	112457514	+	subject	contains_region	X	112437802	112448152	10350	24	5.11537
HTR2C	ENSG00000147246	protein_coding	X	114584078	114910061	+	subject	contains_region	X	114876861	114903703	26842	32	5.40041
ENSG00000270413	ENSG00000270413	processed_pseudogene	X	114900359	114900574	-	subject	contained	X	114876861	114903703	26842	32	5.40041
