gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
NLGN4X	ENSG00000146938	protein_coding	X	5840637	6228867	-	escapee	flanking	X	5802158	5813049	10891	28	5.53923
FAM9B	ENSG00000177138	protein_coding	X	9024232	9295682	-	subject	contains_region	X	9259743	9281578	21835	46	6.41225
PRDX4	ENSG00000123131	protein_coding	X	23664262	23686397	+	subject	flanking	X	23611452	23619149	7697	20	4.82403
DMD	ENSG00000198947	protein_coding	X	31097677	33339609	-	subject	contains_region	X	32313836	32331687	17851	22	6.17312
CPXCR1	ENSG00000147183	protein_coding	X	88747225	88754785	+	subject	overlapping	X	88759016	88776043	17027	28	5.6975
PCDH11X	ENSG00000102290	protein_coding	X	91779261	92623230	+	subject	contains_region	X	92327602	92346602	19000	25	4.7417
NXT2	ENSG00000101888	protein_coding	X	109535781	109544698	+	subject	overlapping	X	109545685	109589726	44041	70	7.92677
KCNE5	ENSG00000176076	protein_coding	X	109623700	109625172	-	subject	overlapping	X	109545685	109589726	44041	70	7.92677
ACSL4	ENSG00000068366	protein_coding	X	109624244	109733403	-	subject	flanking	X	109545685	109589726	44041	70	7.92677
TRPC5	ENSG00000072315	protein_coding	X	111768011	112082776	-	subject	flanking	X	112112474	112132510	20036	51	4.71131
RTL4	ENSG00000187823	protein_coding	X	112083016	112457514	+	subject	contains_region	X	112112474	112132510	20036	51	4.71131
RTL4	ENSG00000187823	protein_coding	X	112083016	112457514	+	subject	contains_region	X	112437802	112448152	10350	24	5.11537
HTR2C	ENSG00000147246	protein_coding	X	114584078	114910061	+	subject	contains_region	X	114876861	114903703	26842	32	5.40041
