pos	relate_score	population	cluster_id	cluster_start	cluster_end	cluster_center	cluster_size	cluster_max_score	cluster_mean_score
413532	5.5183	GIH	9	413532	419601	419461.0	4	5.81031	5.737307500000001
419413	5.81031	GIH	9	413532	419601	419461.0	4	5.81031	5.737307500000001
419509	5.81031	GIH	9	413532	419601	419461.0	4	5.81031	5.737307500000001
419601	5.81031	GIH	9	413532	419601	419461.0	4	5.81031	5.737307500000001
655912	5.30871	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
660435	5.61708	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
665423	6.07236	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
730278	5.00088	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
731568	6.06588	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
883811	5.05348	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
883851	5.95099	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
914918	5.60929	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
915352	5.60929	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
915622	5.60929	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
915966	5.40983	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
916135	5.37843	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
916789	5.65733	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
917194	7.06548	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
917321	5.34864	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1096088	5.40983	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1096291	5.5905	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1100375	5.175	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1156476	5.87566	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1263241	5.1306	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1263242	5.1306	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1268954	6.25443	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1270478	6.25443	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1270579	6.25443	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1270685	5.51344	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1274906	5.95099	GIH	10	655912	1274906	916991.5	26	7.06548	5.665264230769231
1609502	7.02052	GIH	8	1609502	1646549	1628025.5	2	7.02052	6.110390000000001
1646549	5.20026	GIH	8	1609502	1646549	1628025.5	2	7.02052	6.110390000000001
2518869	5.1306	GIH	7	2518869	2521085	2519433.0	3	5.1306	5.1306
2519433	5.1306	GIH	7	2518869	2521085	2519433.0	3	5.1306	5.1306
2521085	5.1306	GIH	7	2518869	2521085	2519433.0	3	5.1306	5.1306
10038412	5.13055	GIH	6	10038412	10038412	10038412.0	1	5.13055	5.13055
10548099	5.09838	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10629138	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10645054	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10648500	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10649473	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10651336	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10653436	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10654536	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10661801	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10673876	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10673910	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10674796	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
10677220	5.13055	GIH	5	10548099	10677220	10653436.0	13	5.13055	5.128075384615385
20751903	5.00088	GIH	4	20751903	20828960	20790431.5	2	5.09838	5.0496300000000005
20828960	5.09838	GIH	4	20751903	20828960	20790431.5	2	5.09838	5.0496300000000005
31263675	5.5905	GIH	2	31263675	31264252	31263704.0	3	5.5905	5.5905
31263704	5.5905	GIH	2	31263675	31264252	31263704.0	3	5.5905	5.5905
31264252	5.5905	GIH	2	31263675	31264252	31263704.0	3	5.5905	5.5905
31727368	5.65733	GIH	3	31727368	31727368	31727368.0	1	5.65733	5.65733
148815906	5.32985	GIH	1	148815906	148822180	148819043.0	2	5.32985	5.32985
148822180	5.32985	GIH	1	148815906	148822180	148819043.0	2	5.32985	5.32985
