chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	5840637	6228867	-	ENSG00000146938	NLGN4X	protein_coding	escape	flanking	X	5793792	5803870	10078	41	5.60717
X	9024232	9295682	-	ENSG00000177138	FAM9B	protein_coding	subject	contains_region	X	9259500	9276963	17463	31	6.31495
X	31097677	33339609	-	ENSG00000198947	DMD	protein_coding	subject	contains_region	X	31140522	31155583	15061	29	6.20022
X	42777366	42778163	-	ENSG00000102055	PPP1R2C	protein_coding	subject	overlapping	X	42808792	42821742	12950	35	4.20123
X	68647666	68725842	+	ENSG00000130052	STARD8	protein_coding	subject	flanking	X	68773120	68792397	19277	24	5.5734
X	68829021	68842160	+	ENSG00000090776	EFNB1	protein_coding	subject	overlapping	X	68773120	68792397	19277	24	5.5734
X	70528940	70908711	-	ENSG00000120498	TEX11	protein_coding	subject	contains_region	X	70564751	70581927	17176	26	4.97019
X	72181353	72302926	+	ENSG00000102309	PIN4	protein_coding	subject	flanking	X	72292231	72310256	18025	20	4.8755
X	72255679	72277248	-	ENSG00000198034	RPS4X	protein_coding	escape	overlapping	X	72292231	72310256	18025	20	4.8755
X	72301638	72307187	-	ENSG00000125931	CITED1	protein_coding	subject	contained	X	72292231	72310256	18025	20	4.8755
X	72301691	72572843	-	ENSG00000285547	ENSG00000285547	protein_coding	subject	flanking	X	72292231	72310256	18025	20	4.8755
X	72329516	72573101	-	ENSG00000147099	HDAC8	protein_coding	subject	flanking	X	72292231	72310256	18025	20	4.8755
X	74304180	74305034	+	ENSG00000187969	ZCCHC13	protein_coding	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	103252995	103255192	-	ENSG00000180964	TCEAL8	protein_coding	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	103273691	103276750	-	ENSG00000204065	TCEAL5	protein_coding	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	103309346	103311007	-	ENSG00000133134	BEX2	protein_coding	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	103330229	103332326	+	ENSG00000182916	TCEAL7	protein_coding	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	111768011	112082776	-	ENSG00000072315	TRPC5	protein_coding	subject	flanking	X	112090661	112110123	19462	23	4.38252
X	112083016	112457514	+	ENSG00000187823	RTL4	protein_coding	subject	contains_region	X	112090661	112110123	19462	23	4.38252
X	118346073	118449961	+	ENSG00000131725	WDR44	protein_coding	subject	contains_region	X	118424311	118440608	16297	20	4.35367
X	133535745	133987100	-	ENSG00000147257	GPC3	protein_coding	subject	contains_region	X	133586550	133606527	19977	21	3.90421
X	139530739	139563459	+	ENSG00000101981	F9	protein_coding	subject	flanking	X	139584201	139592180	7979	24	5.27193
X	139581770	139708216	-	ENSG00000101977	MCF2	protein_coding	subject	contains_region	X	139584201	139592180	7979	24	5.27193
