chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	3817528	3937855	-	ENSG00000285756	ENSG00000285756	lncRNA	subject	flanking	X	3981550	4000751	19201	23	8.26396
X	3953056	3953561	+	ENSG00000225722	RPL24P9	processed_pseudogene	subject	overlapping	X	3981550	4000751	19201	23	8.26396
X	5168918	5169439	-	ENSG00000235039	MTND6P12	processed_pseudogene	subject	overlapping	X	5116113	5135341	19228	38	5.2949
X	5169512	5170645	+	ENSG00000226313	MTCYBP12	processed_pseudogene	subject	overlapping	X	5116113	5135341	19228	38	5.2949
X	5840637	6228867	-	ENSG00000146938	NLGN4X	protein_coding	escape	flanking	X	5793792	5803870	10078	41	5.60717
X	9024232	9295682	-	ENSG00000177138	FAM9B	protein_coding	subject	contains_region	X	9259500	9276963	17463	31	6.31495
X	9249920	9275206	+	ENSG00000228543	ENSG00000228543	lncRNA	subject	overlapping	X	9259500	9276963	17463	31	6.31495
X	25878339	25893544	+	ENSG00000233403	ENSG00000233403	lncRNA	subject	overlapping	X	25854383	25874091	19708	34	4.0996
X	26557675	26881029	+	ENSG00000259849	VENTXP1	transcribed_processed_pseudogene	subject	contains_region	X	26805939	26821473	15534	23	5.21176
X	26790142	26790286	+	ENSG00000252491	RNU1-142P	snRNA	subject	overlapping	X	26805939	26821473	15534	23	5.21176
X	31097677	33339609	-	ENSG00000198947	DMD	protein_coding	subject	contains_region	X	31140522	31155583	15061	29	6.20022
X	36678678	36866689	-	ENSG00000286475	ENSG00000286475	lncRNA	subject	flanking	X	36609177	36629072	19895	25	4.72183
X	42777366	42778163	-	ENSG00000102055	PPP1R2C	protein_coding	subject	overlapping	X	42808792	42821742	12950	35	4.20123
X	68647666	68725842	+	ENSG00000130052	STARD8	protein_coding	subject	flanking	X	68773120	68792397	19277	24	5.5734
X	68771322	68772578	+	ENSG00000232267	ACTR3P2	processed_pseudogene	subject	overlapping	X	68773120	68792397	19277	24	5.5734
X	68783472	68785066	+	ENSG00000213740	SERBP1P1	processed_pseudogene	subject	contained	X	68773120	68792397	19277	24	5.5734
X	68829021	68842160	+	ENSG00000090776	EFNB1	protein_coding	subject	overlapping	X	68773120	68792397	19277	24	5.5734
X	70528940	70908711	-	ENSG00000120498	TEX11	protein_coding	subject	contains_region	X	70564751	70581927	17176	26	4.97019
X	72181353	72302926	+	ENSG00000102309	PIN4	protein_coding	subject	flanking	X	72292231	72310256	18025	20	4.8755
X	72255679	72277248	-	ENSG00000198034	RPS4X	protein_coding	escape	overlapping	X	72292231	72310256	18025	20	4.8755
X	72284945	72285045	-	ENSG00000238926	Y_RNA	misc_RNA	subject	overlapping	X	72292231	72310256	18025	20	4.8755
X	72301638	72307187	-	ENSG00000125931	CITED1	protein_coding	subject	contained	X	72292231	72310256	18025	20	4.8755
X	72301691	72572843	-	ENSG00000285547	ENSG00000285547	protein_coding	subject	flanking	X	72292231	72310256	18025	20	4.8755
X	72329516	72573101	-	ENSG00000147099	HDAC8	protein_coding	subject	flanking	X	72292231	72310256	18025	20	4.8755
X	73940435	74293574	-	ENSG00000230590	FTX	lncRNA	subject	contains_region	X	74265096	74281265	16169	26	3.9982
X	74218377	74218461	-	ENSG00000202566	MIR421	miRNA	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	74218547	74218618	-	ENSG00000212027	MIR374B	miRNA	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	74218549	74218618	+	ENSG00000283534	MIR374C	miRNA	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	74242608	74242908	-	ENSG00000265727	RN7SL648P	misc_RNA	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	74274341	74274411	+	ENSG00000278421	ENSG00000278421	misc_RNA	subject	contained	X	74265096	74281265	16169	26	3.9982
X	74280402	74280495	+	ENSG00000273974	ENSG00000273974	misc_RNA	subject	contained	X	74265096	74281265	16169	26	3.9982
X	74280936	74281082	+	ENSG00000275254	ENSG00000275254	misc_RNA	subject	contained	X	74265096	74281265	16169	26	3.9982
X	74281703	74281849	+	ENSG00000275625	ENSG00000275625	misc_RNA	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	74287104	74287209	-	ENSG00000207820	MIR545	miRNA	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	74287286	74287357	-	ENSG00000199168	MIR374A	miRNA	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	74293357	74293574	+	ENSG00000277922	ENSG00000277922	misc_RNA	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	74304180	74305034	+	ENSG00000187969	ZCCHC13	protein_coding	subject	overlapping	X	74265096	74281265	16169	26	3.9982
X	87143854	87144748	-	ENSG00000271457	ENSG00000271457	processed_pseudogene	subject	overlapping	X	87174728	87194668	19940	27	4.21402
X	87146733	87146804	+	ENSG00000200422	ENSG00000200422	snoRNA	subject	overlapping	X	87174728	87194668	19940	27	4.21402
X	87425583	87425690	-	ENSG00000230478	ENSG00000230478	processed_pseudogene	subject	overlapping	X	87430563	87443149	12586	26	5.59489
X	90289536	90289903	-	ENSG00000229667	UBE2V1P9	processed_pseudogene	subject	overlapping	X	90269742	90286791	17049	23	5.89977
X	93042490	93042942	+	ENSG00000237873	DLGAP5P2	processed_pseudogene	subject	contained	X	93038983	93056833	17850	28	5.61297
X	93573834	93574579	+	ENSG00000228301	RPL7P55	processed_pseudogene	subject	overlapping	X	93520677	93533554	12877	20	4.50591
X	103252995	103255192	-	ENSG00000180964	TCEAL8	protein_coding	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	103258572	103259581	-	ENSG00000224692	ENSG00000224692	processed_pseudogene	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	103273691	103276750	-	ENSG00000204065	TCEAL5	protein_coding	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	103309346	103311007	-	ENSG00000133134	BEX2	protein_coding	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	103330229	103332326	+	ENSG00000182916	TCEAL7	protein_coding	subject	overlapping	X	103277529	103294472	16943	22	4.34389
X	111768011	112082776	-	ENSG00000072315	TRPC5	protein_coding	subject	flanking	X	112090661	112110123	19462	23	4.38252
X	112083016	112457514	+	ENSG00000187823	RTL4	protein_coding	subject	contains_region	X	112090661	112110123	19462	23	4.38252
X	116748530	116748877	-	ENSG00000224217	PRPF4BP1	processed_pseudogene	subject	contained	X	116746034	116763919	17885	34	5.40529
X	117397938	117398206	+	ENSG00000238066	ENSG00000238066	processed_pseudogene	subject	overlapping	X	117346374	117363290	16916	42	6.8542
