ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
32558230	-1.27655	1.27655	32604109	5.24339	45879	1
32561961	-1.33332	1.33332	32604109	5.24339	42148	1
32562797	-1.33328	1.33328	32604109	5.24339	41312	1
32562815	-1.33328	1.33328	32604109	5.24339	41294	1
32563342	-1.48916	1.48916	32604109	5.24339	40767	1
32563342	-1.48916	1.48916	32604109	5.24339	40767	1
32563398	-1.48916	1.48916	32604109	5.24339	40711	1
32576636	-1.24531	1.24531	32604109	5.24339	27473	1
32649555	-1.20497	1.20497	32604109	5.24339	45446	1
32651138	-1.20497	1.20497	32604109	5.24339	47029	1
33428364	-1.20666	1.20666	33448903	5.31218	20539	1
69096095	-1.28495	1.28495	69104794	5.15764	8699	1
69096143	-1.28495	1.28495	69104794	5.15764	8651	1
69097224	-1.28495	1.28495	69104794	5.15764	7570	1
69098910	-1.28494	1.28494	69104794	5.15764	5884	1
69100204	-1.28495	1.28495	69104794	5.15764	4590	1
69100588	-1.28495	1.28495	69104794	5.15764	4206	1
69101855	-1.28495	1.28495	69104794	5.15764	2939	1
69102031	-1.28495	1.28495	69104794	5.15764	2763	1
69104794	-1.31588	1.31588	69104794	5.15764	0	1
69107099	-1.42771	1.42771	69104794	5.15764	2305	1
69107617	-1.42771	1.42771	69104794	5.15764	2823	1
69109292	-1.35244	1.35244	69104794	5.15764	4498	1
69109342	-1.43207	1.43207	69104794	5.15764	4548	1
69111797	-1.37871	1.37871	69104794	5.15764	7003	1
69112899	-1.37998	1.37998	69104794	5.15764	8105	1
69113934	-1.37998	1.37998	69104794	5.15764	9140	1
69114336	-1.4066	1.4066	69104794	5.15764	9542	1
69123140	-1.6047	1.6047	69104794	5.15764	18346	1
69124976	-1.48166	1.48166	69104794	5.15764	20182	1
69125134	-1.48166	1.48166	69104794	5.15764	20340	1
69125175	-1.48166	1.48166	69104794	5.15764	20381	1
69127457	-1.44433	1.44433	69104794	5.15764	22663	1
69130694	-1.51092	1.51092	69104794	5.15764	25900	1
69130746	-1.51092	1.51092	69104794	5.15764	25952	1
69133109	-1.51092	1.51092	69104794	5.15764	28315	1
69143893	-1.23758	1.23758	69104794	5.15764	39099	1
97742089	-1.20941	1.20941	97791469	5.31218	49380	1
97837228	-1.3345	1.3345	97792998	6.49857	44230	2
151833304	-1.23598	1.23598	151819153	5.68602	14151	1
151834498	-1.22671	1.22671	151819153	5.68602	15345	1
151836396	-1.231	1.231	151819153	5.68602	17243	1
151839245	-1.22702	1.22702	151819153	5.68602	20092	1
151843279	-1.22702	1.22702	151819153	5.68602	24126	1
151843728	-1.23167	1.23167	151819153	5.68602	24575	1
151845126	-1.23167	1.23167	151819153	5.68602	25973	1
151845310	-1.23167	1.23167	151819153	5.68602	26157	1
151845951	-1.23168	1.23168	151819153	5.68602	26798	1
151849257	-1.22553	1.22553	151819153	5.68602	30104	1
151851071	-1.20832	1.20832	151819153	5.68602	31918	1
