gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
MID1	ENSG00000101871	protein_coding	X	10445310	10833654	-	subject	contains_region	X	10772576	10795564	22988	29	5.09861
DMD	ENSG00000198947	protein_coding	X	31097677	33339609	-	subject	contains_region	X	31776214	31812610	36396	43	6.18644
ENSG00000286475	ENSG00000286475	lncRNA	X	36678678	36866689	-	subject	flanking	X	36600032	36641498	41466	68	5.27666
ENSG00000250349	ENSG00000250349	protein_coding	X	37349330	38687674	+	subject	contains_region	X	38291789	38307335	15546	23	5.70614
RPGR	ENSG00000156313	protein_coding	X	38269163	38327544	-	subject	contains_region	X	38291789	38307335	15546	23	5.70614
ENSG00000252050	ENSG00000252050	snoRNA	X	38308112	38308241	-	subject	overlapping	X	38291789	38307335	15546	23	5.70614
OTC	ENSG00000036473	protein_coding	X	38352586	38421446	+	subject	flanking	X	38291789	38307335	15546	23	5.70614
ACTR3P2	ENSG00000232267	processed_pseudogene	X	68771322	68772578	+	subject	overlapping	X	68776672	68789221	12549	29	4.57493
SERBP1P1	ENSG00000213740	processed_pseudogene	X	68783472	68785066	+	subject	contained	X	68776672	68789221	12549	29	4.57493
EFNB1	ENSG00000090776	protein_coding	X	68829021	68842160	+	subject	flanking	X	68776672	68789221	12549	29	4.57493
FTX	ENSG00000230590	lncRNA	X	73940435	74293574	-	subject	contains_region	X	74264431	74286425	21994	39	4.80437
MIR421	ENSG00000202566	miRNA	X	74218377	74218461	-	subject	overlapping	X	74264431	74286425	21994	39	4.80437
MIR374B	ENSG00000212027	miRNA	X	74218547	74218618	-	subject	overlapping	X	74264431	74286425	21994	39	4.80437
MIR374C	ENSG00000283534	miRNA	X	74218549	74218618	+	subject	overlapping	X	74264431	74286425	21994	39	4.80437
RN7SL648P	ENSG00000265727	misc_RNA	X	74242608	74242908	-	subject	overlapping	X	74264431	74286425	21994	39	4.80437
