ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
4589691	-4.87332	4.87332	4624662	5.43205	34971	1
4592372	5.19735	5.19735	4624662	5.43205	32290	1
4592678	5.14328	5.14328	4624662	5.43205	31984	1
4592696	-4.53034	4.53034	4624662	5.43205	31966	1
4592852	5.14328	5.14328	4624662	5.43205	31810	1
4593921	-4.61195	4.61195	4624662	5.43205	30741	1
4595050	-4.70512	4.70512	4624662	5.43205	29612	1
4596875	-4.4055	4.4055	4624662	5.43205	27787	1
10781125	4.12403	4.12403	10754672	6.63041	26453	6
10782156	4.27523	4.27523	10754672	6.63041	27484	6
10785320	4.05824	4.05824	10754672	6.63041	30648	5
10786028	4.05824	4.05824	10754672	6.63041	31356	5
10786620	-4.16011	4.16011	10754672	6.63041	31948	5
10787224	3.97704	3.97704	10754672	6.63041	32552	4
10789082	-4.63134	4.63134	10754672	6.63041	34410	4
10789224	5.11908	5.11908	10754672	6.63041	34552	4
10789416	3.71679	3.71679	10754672	6.63041	34744	4
10790741	3.72062	3.72062	10754672	6.63041	36069	3
10791698	3.65582	3.65582	10754672	6.63041	37026	1
10794976	3.69707	3.69707	10754672	6.63041	40304	1
10795564	-5.30902	5.30902	10754672	6.63041	40892	1
10796361	3.46686	3.46686	10754672	6.63041	41689	1
10800726	-3.63947	3.63947	10754672	6.63041	46054	1
18551559	-4.30703	4.30703	18529129	6.88284	22430	1
18562608	-3.88887	3.88887	18529129	6.88284	33479	1
20638685	-3.84376	3.84376	20620903	5.87046	17782	2
20651362	3.65442	3.65442	20620903	5.87046	30459	2
37384021	3.74651	3.74651	37393601	5.06758	9580	8
37384998	3.65262	3.65262	37393601	5.06758	8603	8
37385414	3.7388	3.7388	37393601	5.06758	8187	8
37393157	4.57592	4.57592	37393601	5.06758	444	8
37394426	-3.96295	3.96295	37393601	5.06758	825	8
37397023	-3.79317	3.79317	37393601	5.06758	3422	8
37397977	-5.17158	5.17158	37393601	5.06758	4376	8
37397977	4.52512	4.52512	37393601	5.06758	4376	8
37398007	3.89604	3.89604	37393601	5.06758	4406	8
37409941	3.73688	3.73688	37393601	5.06758	16340	8
37410579	-3.65102	3.65102	37393601	5.06758	16978	8
37415543	3.63402	3.63402	37393601	5.06758	21942	8
37416750	3.54766	3.54766	37393601	5.06758	23149	8
37421979	-3.5604	3.5604	37393601	5.06758	28378	8
44924648	3.74549	3.74549	44958505	5.9449	33857	1
44933358	-3.61494	3.61494	44958505	5.9449	25147	1
44941481	-4.09013	4.09013	44958505	5.9449	17024	1
44942038	-4.9104	4.9104	44958505	5.9449	16467	1
44943168	-4.13999	4.13999	44958505	5.9449	15337	1
44943491	4.26718	4.26718	44958505	5.9449	15014	1
44944716	4.28305	4.28305	44958505	5.9449	13789	1
44947279	-4.19314	4.19314	44958505	5.9449	11226	1
44951073	-4.39988	4.39988	44958505	5.9449	7432	1
44952271	4.35584	4.35584	44958505	5.9449	6234	1
44958181	4.59009	4.59009	44958505	5.9449	324	1
44959739	-4.44429	4.44429	44958505	5.9449	1234	1
44960970	-4.50637	4.50637	44958505	5.9449	2465	1
44961058	-4.52532	4.52532	44958505	5.9449	2553	1
44962565	-4.55683	4.55683	44958505	5.9449	4060	1
46022663	3.71156	3.71156	46068824	5.08032	46161	1
46026300	4.65337	4.65337	46068824	5.08032	42524	1
46026347	-3.67843	3.67843	46068824	5.08032	42477	1
46027380	-4.06373	4.06373	46068824	5.08032	41444	1
46036704	-4.45715	4.45715	46068824	5.08032	32120	1
46037998	3.6287	3.6287	46068824	5.08032	30826	1
49606175	-3.7797	3.7797	49649760	7.20722	43585	4
49606184	4.28773	4.28773	49649760	7.20722	43576	4
49606298	4.28773	4.28773	49649760	7.20722	43462	4
49606320	4.28773	4.28773	49649760	7.20722	43440	4
49607806	-3.70866	3.70866	49649760	7.20722	41954	4
49608964	-3.76839	3.76839	49649760	7.20722	40796	6
49609017	4.26025	4.26025	49649760	7.20722	40743	6
49610132	-3.82197	3.82197	49649760	7.20722	39628	6
49610754	-4.53645	4.53645	49649760	7.20722	39006	6
63820741	3.52149	3.52149	63856056	5.08032	35315	1
73235058	-3.58011	3.58011	73269591	5.35966	34533	2
73236957	-4.61442	4.61442	73269591	5.35966	32634	2
73236957	4.15746	4.15746	73269591	5.35966	32634	2
73264893	-4.9258	4.9258	73269591	5.35966	4698	3
