pos	relate_score	population	cluster_id	cluster_start	cluster_end	cluster_center	cluster_size	cluster_max_score	cluster_mean_score
655912	6.16533	ITU	1	655912	665423	660736.0	7	9.28926	7.505081428571429
660435	9.28926	ITU	1	655912	665423	660736.0	7	9.28926	7.505081428571429
660722	5.62522	ITU	1	655912	665423	660736.0	7	9.28926	7.505081428571429
660736	7.34427	ITU	1	655912	665423	660736.0	7	9.28926	7.505081428571429
660743	7.34427	ITU	1	655912	665423	660736.0	7	9.28926	7.505081428571429
661436	8.93308	ITU	1	655912	665423	660736.0	7	9.28926	7.505081428571429
665423	7.83414	ITU	1	655912	665423	660736.0	7	9.28926	7.505081428571429
701319	5.10828	ITU	2	701319	732408	719373.5	4	6.74675	5.5764625
718983	6.74675	ITU	2	701319	732408	719373.5	4	6.74675	5.5764625
719764	5.07903	ITU	2	701319	732408	719373.5	4	6.74675	5.5764625
732408	5.37179	ITU	2	701319	732408	719373.5	4	6.74675	5.5764625
851227	5.66939	ITU	3	851227	861671	853459.0	3	6.39512	5.768576666666667
853459	6.39512	ITU	3	851227	861671	853459.0	3	6.39512	5.768576666666667
861671	5.24122	ITU	3	851227	861671	853459.0	3	6.39512	5.768576666666667
915966	7.70898	ITU	4	915966	917194	916462.0	4	7.70898	6.402745
916135	6.34802	ITU	4	915966	917194	916462.0	4	7.70898	6.402745
916789	5.20069	ITU	4	915966	917194	916462.0	4	7.70898	6.402745
917194	6.35329	ITU	4	915966	917194	916462.0	4	7.70898	6.402745
1096900	5.57931	ITU	5	1096900	1098785	1098714.0	3	5.57931	5.542196666666666
1098714	5.46797	ITU	5	1096900	1098785	1098714.0	3	5.57931	5.542196666666666
1098785	5.57931	ITU	5	1096900	1098785	1098714.0	3	5.57931	5.542196666666666
1201016	5.88856	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1201052	5.13231	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1201063	5.13231	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1201096	5.13231	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1201150	5.13231	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1201217	5.13231	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1201242	5.13231	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1201317	5.13231	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1201384	5.13231	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1202027	5.25028	ITU	6	1201016	1202027	1201183.5	10	5.88856	5.2197320000000005
1268954	6.02972	ITU	7	1268954	1279365	1270685.0	7	9.1683	6.055862857142857
1270478	5.37833	ITU	7	1268954	1279365	1270685.0	7	9.1683	6.055862857142857
1270579	5.37833	ITU	7	1268954	1279365	1270685.0	7	9.1683	6.055862857142857
1270685	9.1683	ITU	7	1268954	1279365	1270685.0	7	9.1683	6.055862857142857
1274906	5.10962	ITU	7	1268954	1279365	1270685.0	7	9.1683	6.055862857142857
1279363	5.66337	ITU	7	1268954	1279365	1270685.0	7	9.1683	6.055862857142857
1279365	5.66337	ITU	7	1268954	1279365	1270685.0	7	9.1683	6.055862857142857
1591176	6.21114	ITU	8	1591176	1609502	1594201.5	4	6.21114	5.7205625
1594128	5.69474	ITU	8	1591176	1609502	1594201.5	4	6.21114	5.7205625
1594275	5.69474	ITU	8	1591176	1609502	1594201.5	4	6.21114	5.7205625
1609502	5.28163	ITU	8	1591176	1609502	1594201.5	4	6.21114	5.7205625
3712725	5.67551	ITU	9	3712725	3728376	3720591.0	7	5.93678	5.251577142857143
3717514	5.02975	ITU	9	3712725	3728376	3720591.0	7	5.93678	5.251577142857143
3720564	5.02975	ITU	9	3712725	3728376	3720591.0	7	5.93678	5.251577142857143
3720591	5.02975	ITU	9	3712725	3728376	3720591.0	7	5.93678	5.251577142857143
3721203	5.02975	ITU	9	3712725	3728376	3720591.0	7	5.93678	5.251577142857143
3721452	5.02975	ITU	9	3712725	3728376	3720591.0	7	5.93678	5.251577142857143
3728376	5.93678	ITU	9	3712725	3728376	3720591.0	7	5.93678	5.251577142857143
