ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
3994767	-8.27491	8.27491	4043992	5.44917	49225	1
3999171	-5.26992	5.26992	4043992	5.44917	44821	1
5844926	4.42269	4.42269	5819718	6.83062	25208	2
5844994	-4.45562	4.45562	5819718	6.83062	25276	2
5845105	-4.42221	4.42221	5819718	6.83062	25387	2
5845867	4.8968	4.8968	5819718	6.83062	26149	2
5846158	-4.10576	4.10576	5819718	6.83062	26440	2
5846338	-4.11281	4.11281	5819718	6.83062	26620	2
18312978	3.99771	3.99771	18331361	6.61127	18383	2
19287740	-4.00273	4.00273	19270541	7.62144	17199	15
19294862	-5.3772	5.3772	19270541	7.62144	24321	14
19300638	-5.87687	5.87687	19270541	7.62144	30097	14
19301840	-5.87526	5.87526	19270541	7.62144	31299	14
19835640	4.0426	4.0426	19832670	6.43564	2970	3
21238560	-4.74106	4.74106	21209588	7.77643	28972	4
21415833	4.22579	4.22579	21394900	7.50558	20933	8
27976726	-4.19739	4.19739	27967557	5.86066	9169	6
27979258	4.3531	4.3531	27967557	5.86066	11701	6
30575707	-4.04635	4.04635	30598218	6.1219	22511	2
30582025	-4.319	4.319	30598218	6.1219	16193	2
30582041	4.45118	4.45118	30598218	6.1219	16177	2
30586085	-4.86605	4.86605	30598218	6.1219	12133	2
31960378	-4.44872	4.44872	32009200	6.26178	48822	1
31960576	4.48036	4.48036	32009200	6.26178	48624	2
32803378	-4.13476	4.13476	32766749	5.84969	36629	2
32817728	4.78313	4.78313	32781535	5.6286	36193	1
32821452	-4.12048	4.12048	32781535	5.6286	39917	1
32825739	4.77473	4.77473	32781535	5.6286	44204	1
32826851	-4.65343	4.65343	32781535	5.6286	45316	1
39359132	4.05444	4.05444	39395023	6.62052	35891	2
44941269	-4.13017	4.13017	44949112	5.86066	7843	2
44941481	-4.38593	4.38593	44949112	5.86066	7631	2
44941544	-4.28634	4.28634	44949112	5.86066	7568	2
44942668	-4.18631	4.18631	44949112	5.86066	6444	2
44942980	-4.18631	4.18631	44949112	5.86066	6132	2
44943168	-4.44014	4.44014	44949112	5.86066	5944	2
44944716	4.43515	4.43515	44949112	5.86066	4396	2
44944958	-4.19158	4.19158	44949112	5.86066	4154	2
44947279	-4.45734	4.45734	44949112	5.86066	1833	2
44948001	-4.22455	4.22455	44949112	5.86066	1111	2
44949487	-4.41074	4.41074	44949112	5.86066	375	2
44949487	-4.44956	4.44956	44949112	5.86066	375	2
44951047	-4.26663	4.26663	44949112	5.86066	1935	2
44952271	5.00744	5.00744	44949112	5.86066	3159	2
44952271	-4.74732	4.74732	44949112	5.86066	3159	2
44954240	-5.39497	5.39497	44949112	5.86066	5128	2
44956284	-5.98004	5.98004	44949112	5.86066	7172	2
44958181	5.90687	5.90687	44949112	5.86066	9069	2
45321561	-4.46778	4.46778	45321561	5.52913	0	3
45322161	-4.45122	4.45122	45321561	5.52913	600	3
45322474	-4.45122	4.45122	45321561	5.52913	913	3
46347923	4.44524	4.44524	46394600	5.05586	46677	1
46350083	-4.89645	4.89645	46394600	5.05586	44517	1
46350224	5.69902	5.69902	46394600	5.05586	44376	1
48916279	-4.14598	4.14598	48917663	5.44917	1384	3
48917663	4.08927	4.08927	48917663	5.44917	0	3
48917976	-4.08956	4.08956	48917663	5.44917	313	3
48918298	-4.45653	4.45653	48917663	5.44917	635	3
51292838	-4.22711	4.22711	51304364	6.47442	11526	1
51295219	4.33708	4.33708	51304364	6.47442	9145	1
67608543	4.15105	4.15105	67618909	5.22991	10366	1
67661741	-5.69559	5.69559	67618909	5.22991	42832	1
68781018	-4.76576	4.76576	68793047	5.18449	12029	5
68781646	-4.72312	4.72312	68793047	5.18449	11401	5
86547774	-4.43892	4.43892	86499395	5.18449	48379	1
90583797	4.35827	4.35827	90617797	5.84969	34000	2
90583902	4.32437	4.32437	90617797	5.84969	33895	2
90585725	4.38664	4.38664	90617797	5.84969	32072	2
99263013	4.50527	4.50527	99286073	5.7948	23060	1
99363824	-5.0975	5.0975	99348656	5.15211	15168	1
99364584	-5.26401	5.26401	99348656	5.15211	15928	1
99367018	-5.16506	5.16506	99348656	5.15211	18362	1
99367019	-5.16506	5.16506	99348656	5.15211	18363	1
99367020	-5.16506	5.16506	99348656	5.15211	18364	1
99367570	5.14792	5.14792	99348656	5.15211	18914	1
101789776	-4.71043	4.71043	101785321	5.52047	4455	2
101789850	-4.71043	4.71043	101785321	5.52047	4529	2
105144543	-5.03072	5.03072	105184015	5.03904	39472	1
105150715	-5.13417	5.13417	105184015	5.03904	33300	1
105663060	-4.16656	4.16656	105708824	5.52047	45764	1
105747533	6.40213	6.40213	105786667	5.7948	39134	3
109521334	4.2388	4.2388	109544744	5.95428	23410	3
109526156	4.12826	4.12826	109544744	5.95428	18588	3
109579698	-4.72471	4.72471	109544744	5.95428	34954	3
111794164	-5.12453	5.12453	111758317	5.18449	35847	4
111799172	6.13025	6.13025	111758317	5.18449	40855	4
111800753	-6.57384	6.57384	111758317	5.18449	42436	4
111803779	6.2219	6.2219	111758317	5.18449	45462	4
111804568	-5.31466	5.31466	111758317	5.18449	46251	4
112090661	4.35032	4.35032	112058719	7.62144	31942	2
