gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
MTND6P12	ENSG00000235039	processed_pseudogene	X	5168918	5169439	-	subject	overlapping	X	5116111	5157154	41043	54	6.07905
MTCYBP12	ENSG00000226313	processed_pseudogene	X	5169512	5170645	+	subject	overlapping	X	5116111	5157154	41043	54	6.07905
ENSG00000201407	ENSG00000201407	snoRNA	X	24133186	24133317	+	subject	overlapping	X	24176430	24199069	22639	25	5.23103
ZFX-AS1	ENSG00000234230	lncRNA	X	24146225	24149654	-	subject	overlapping	X	24176430	24199069	22639	25	5.23103
ZFX	ENSG00000005889	protein_coding	X	24149173	24216255	+	escapee	contains_region	X	24176430	24199069	22639	25	5.23103
ENSG00000289472	ENSG00000289472	lncRNA	X	24168659	24169609	+	subject	overlapping	X	24176430	24199069	22639	25	5.23103
IL1RAPL1	ENSG00000169306	protein_coding	X	28587446	29956718	+	subject	contains_region	X	29131274	29157704	26430	35	5.30379
DMD	ENSG00000198947	protein_coding	X	31097677	33339609	-	subject	contains_region	X	31765050	31803434	38384	49	7.28063
ENSG00000233928	ENSG00000233928	lncRNA	X	33726337	34346527	+	subject	contains_region	X	33836451	33855399	18948	28	5.72637
ENSG00000233928	ENSG00000233928	lncRNA	X	33726337	34346527	+	subject	contains_region	X	34184892	34205505	20613	31	6.24567
FTH1P14	ENSG00000185638	processed_pseudogene	X	34147036	34147586	+	subject	overlapping	X	34184892	34205505	20613	31	6.24567
ENSG00000233571	ENSG00000233571	lncRNA	X	34206725	34415537	-	subject	flanking	X	34184892	34205505	20613	31	6.24567
USP9X	ENSG00000124486	protein_coding	X	41085445	41236579	+	escapee	contains_region	X	41191329	41225281	33952	48	5.68996
KDM6A	ENSG00000147050	protein_coding	X	44873188	45112779	+	escapee	contains_region	X	44932402	44950583	18181	23	5.61151
EDA	ENSG00000158813	protein_coding	X	69616067	70039472	+	subject	contains_region	X	69666995	69681893	14898	21	5.84603
5S_rRNA	ENSG00000285776	rRNA_pseudogene	X	69672479	69672597	+	subject	contained	X	69666995	69681893	14898	21	5.84603
U3	ENSG00000212434	snoRNA	X	69692956	69693155	+	subject	overlapping	X	69666995	69681893	14898	21	5.84603
ENSG00000271457	ENSG00000271457	processed_pseudogene	X	87143854	87144748	-	subject	overlapping	X	87149071	87198166	49095	111	6.70704
ENSG00000200422	ENSG00000200422	snoRNA	X	87146733	87146804	+	subject	overlapping	X	87149071	87198166	49095	111	6.70704
DLGAP5P2	ENSG00000237873	processed_pseudogene	X	93042490	93042942	+	subject	contained	X	93041023	93060555	19532	48	6.17831
PRPF4BP1	ENSG00000224217	processed_pseudogene	X	116748530	116748877	-	subject	overlapping	X	116759276	116799921	40645	74	6.75161
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117422939	117438168	15229	55	6.73741
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117422939	117438168	15229	55	6.73741
SRD5A1P1	ENSG00000232549	processed_pseudogene	X	139446891	139447676	+	subject	overlapping	X	139469068	139489005	19937	27	4.45543
F9	ENSG00000101981	protein_coding	X	139530739	139563459	+	subject	flanking	X	139469068	139489005	19937	27	4.45543
