chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	5840637	6228867	-	ENSG00000146938	NLGN4X	protein_coding	escape	flanking	X	5794779	5803298	8519	20	6.46132
X	6667865	7148158	-	ENSG00000130021	PUDP	protein_coding	subject	flanking	X	7175179	7194371	19192	29	4.55763
X	7147237	7804358	+	ENSG00000101846	STS	protein_coding	subject	contains_region	X	7175179	7194371	19192	29	4.55763
X	7147860	7147937	+	ENSG00000264268	MIR4767	miRNA	subject	overlapping	X	7175179	7194371	19192	29	4.55763
X	6667865	7148158	-	ENSG00000130021	PUDP	protein_coding	subject	flanking	X	7196744	7215138	18394	40	3.70041
X	7147237	7804358	+	ENSG00000101846	STS	protein_coding	subject	contains_region	X	7196744	7215138	18394	40	3.70041
X	7147860	7147937	+	ENSG00000264268	MIR4767	miRNA	subject	overlapping	X	7196744	7215138	18394	40	3.70041
X	7147237	7804358	+	ENSG00000101846	STS	protein_coding	subject	contains_region	X	7220543	7240531	19988	29	4.25232
X	9024232	9295682	-	ENSG00000177138	FAM9B	protein_coding	subject	contains_region	X	9259500	9277784	18284	28	6.9552
X	9249920	9275206	+	ENSG00000228543	ENSG00000228543	lncRNA	subject	overlapping	X	9259500	9277784	18284	28	6.9552
X	11822423	12724523	+	ENSG00000169933	FRMPD4	protein_coding	subject	contains_region	X	12508991	12518825	9834	24	6.09827
X	16474342	16475340	-	ENSG00000235071	ENSG00000235071	processed_pseudogene	subject	overlapping	X	16503835	16522609	18774	26	5.53157
X	16539137	16539439	-	ENSG00000239333	RN7SL658P	misc_RNA	subject	overlapping	X	16503835	16522609	18774	26	5.53157
X	26557675	26881029	+	ENSG00000259849	VENTXP1	transcribed_processed_pseudogene	subject	contains_region	X	26805367	26815461	10094	25	4.89308
X	26790142	26790286	+	ENSG00000252491	RNU1-142P	snRNA	subject	overlapping	X	26805367	26815461	10094	25	4.89308
X	28587446	29956718	+	ENSG00000169306	IL1RAPL1	protein_coding	subject	contains_region	X	28902411	28921461	19050	27	5.46053
X	28924069	28924138	+	ENSG00000201666	ENSG00000201666	snoRNA	subject	overlapping	X	28902411	28921461	19050	27	5.46053
