ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
19517143	3.45201	3.45201	19533176	5.26437	16033	1
19560219	3.30921	3.30921	19533176	5.26437	27043	1
19563461	3.29875	3.29875	19533176	5.26437	30285	1
27100065	-3.37436	3.37436	27081833	5.14805	18232	1
27104438	5.01437	5.01437	27081833	5.14805	22605	1
27104438	-3.97015	3.97015	27081833	5.14805	22605	1
27105421	3.45189	3.45189	27081833	5.14805	23588	1
142117466	-3.44239	3.44239	142111497	5.08242	5969	1
142118255	-3.50771	3.50771	142111497	5.08242	6758	1
142118780	3.58051	3.58051	142111497	5.08242	7283	1
142119136	3.97827	3.97827	142111497	5.08242	7639	1
142119785	-3.43402	3.43402	142111497	5.08242	8288	1
142119860	3.48548	3.48548	142111497	5.08242	8363	1
142120223	-4.07528	4.07528	142111497	5.08242	8726	1
142123623	3.41399	3.41399	142111497	5.08242	12126	1
142125019	3.4668	3.4668	142111497	5.08242	13522	1
142125156	3.4668	3.4668	142111497	5.08242	13659	1
142125662	3.48185	3.48185	142111497	5.08242	14165	1
142129003	-3.5986	3.5986	142175865	5.61967	46862	2
