ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
127942383	-3.40674	3.40674	127919960	5.21088	22423	1
127948753	-3.46475	3.46475	127919960	5.21088	28793	1
127949802	3.83172	3.83172	127919960	5.21088	29842	1
127950149	-4.57862	4.57862	127919960	5.21088	30189	1
127951366	-3.50265	3.50265	127919960	5.21088	31406	1
127951772	-3.50265	3.50265	127919960	5.21088	31812	1
127953470	-3.97429	3.97429	127919960	5.21088	33510	1
127955663	-3.61158	3.61158	127919960	5.21088	35703	1
127957473	-4.40768	4.40768	127919960	5.21088	37513	1
127967185	3.68124	3.68124	127919960	5.21088	47225	1
