gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
DMD	ENSG00000198947	protein_coding	X	31097677	33339609	-	subject	contains_region	X	31762335	31812610	50275	68	7.5756
ENSG00000250349	ENSG00000250349	protein_coding	X	37349330	38687674	+	subject	contains_region	X	37879897	37895018	15121	20	5.25669
DYNLT3	ENSG00000165169	protein_coding	X	37836757	37847571	-	subject	overlapping	X	37879897	37895018	15121	20	5.25669
USP9X	ENSG00000124486	protein_coding	X	41085445	41236579	+	escapee	contains_region	X	41204574	41221409	16835	20	5.74442
PIN4	ENSG00000102309	protein_coding	X	72181353	72302926	+	subject	flanking	X	72295508	72310921	15413	20	6.36848
RPS4X	ENSG00000198034	protein_coding	X	72255679	72277248	-	escapee	overlapping	X	72295508	72310921	15413	20	6.36848
CITED1	ENSG00000125931	protein_coding	X	72301638	72307187	-	subject	contained	X	72295508	72310921	15413	20	6.36848
ENSG00000285547	ENSG00000285547	protein_coding	X	72301691	72572843	-	subject	flanking	X	72295508	72310921	15413	20	6.36848
HDAC8	ENSG00000147099	protein_coding	X	72329516	72573101	-	subject	flanking	X	72295508	72310921	15413	20	6.36848
PCDH11X	ENSG00000102290	protein_coding	X	91779261	92623230	+	subject	contains_region	X	92331808	92352952	21144	23	5.11833
NXT2	ENSG00000101888	protein_coding	X	109535781	109544698	+	subject	overlapping	X	109555500	109578522	23022	29	4.41356
KCNE5	ENSG00000176076	protein_coding	X	109623700	109625172	-	subject	overlapping	X	109555500	109578522	23022	29	4.41356
ACSL4	ENSG00000068366	protein_coding	X	109624244	109733403	-	subject	flanking	X	109555500	109578522	23022	29	4.41356
WDR44	ENSG00000131725	protein_coding	X	118346073	118449961	+	subject	contains_region	X	118424265	118445236	20971	25	5.73669
