chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	2691187	2741309	+	ENSG00000002586	CD99	protein_coding	escape	flanking	X	2781309	2781409	100	3	4.04137
X	2752040	2816500	+	ENSG00000124343	XG	protein_coding	escape	contains_region	X	2781309	2781409	100	3	4.04137
X	2828822	2882818	+	ENSG00000056998	GYG2	protein_coding	escape	flanking	X	2781309	2781409	100	3	4.04137
X	3817528	3937855	-	ENSG00000285756	ENSG00000285756	lncRNA	subject	flanking	X	3983501	4293152	309651	88	5.55684
X	3953056	3953561	+	ENSG00000225722	RPL24P9	processed_pseudogene	subject	overlapping	X	3983501	4293152	309651	88	5.55684
X	4627200	4633572	-	ENSG00000236513	ENSG00000236513	lncRNA	subject	overlapping	X	4509341	4593014	83673	6	3.06585
X	5168918	5169439	-	ENSG00000235039	MTND6P12	processed_pseudogene	subject	contained	X	5117087	5220881	103794	49	4.02365
X	5169512	5170645	+	ENSG00000226313	MTCYBP12	processed_pseudogene	subject	contained	X	5117087	5220881	103794	49	4.02365
X	5840637	6228867	-	ENSG00000146938	NLGN4X	protein_coding	escape	flanking	X	5794286	5794288	2	2	2.96079
X	6667865	7148158	-	ENSG00000130021	PUDP	protein_coding	subject	overlapping	X	6705105	7205044	499939	108	4.81776
X	6989329	6989783	+	ENSG00000237490	RPS27AP17	processed_pseudogene	subject	contained	X	6705105	7205044	499939	108	4.81776
X	7113005	7113404	-	ENSG00000228550	ENSG00000228550	processed_pseudogene	subject	contained	X	6705105	7205044	499939	108	4.81776
X	7147237	7804358	+	ENSG00000101846	STS	protein_coding	subject	flanking	X	6705105	7205044	499939	108	4.81776
X	7147860	7147937	+	ENSG00000264268	MIR4767	miRNA	subject	contained	X	6705105	7205044	499939	108	4.81776
X	9024232	9295682	-	ENSG00000177138	FAM9B	protein_coding	subject	contains_region	X	9263694	9276980	13286	16	3.80669
X	9249920	9275206	+	ENSG00000228543	ENSG00000228543	lncRNA	subject	overlapping	X	9263694	9276980	13286	16	3.80669
X	10445310	10833654	-	ENSG00000101871	MID1	protein_coding	subject	contains_region	X	10781125	10804394	23269	34	4.01095
X	10847578	11111220	-	ENSG00000234129	HCCS-DT	lncRNA	subject	flanking	X	10781125	10804394	23269	34	4.01095
X	14977959	14978463	-	ENSG00000235929	TPT1P14	processed_pseudogene	subject	overlapping	X	14998954	15046546	47592	35	4.06275
X	16474342	16475340	-	ENSG00000235071	ENSG00000235071	processed_pseudogene	subject	overlapping	X	16510984	17004413	493429	17	3.50721
X	16539137	16539439	-	ENSG00000239333	RN7SL658P	misc_RNA	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16587999	16712936	-	ENSG00000047230	CTPS2	protein_coding	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16627012	16627085	-	ENSG00000265144	MIR548AM	miRNA	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16650158	16654670	+	ENSG00000169906	S100G	protein_coding	subject	contained	X	16510984	17004413	493429	17	3.50721
