chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
1	1512162	1534685	+	ENSG00000197785	ATAD3A	protein_coding	not_applicable	flanking	1	1562444	1875208	312764	85	5.68763
1	1534778	1540624	-	ENSG00000205090	TMEM240	protein_coding	not_applicable	overlapping	1	1562444	1875208	312764	85	5.68763
1	1541673	1574863	-	ENSG00000160075	SSU72	protein_coding	not_applicable	overlapping	1	1562444	1875208	312764	85	5.68763
1	1574102	1577075	+	ENSG00000215014	ENSG00000215014	lncRNA	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1583510	1583909	-	ENSG00000274481	ENSG00000274481	processed_pseudogene	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1598012	1600135	-	ENSG00000228594	FNDC10	protein_coding	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1600314	1602703	+	ENSG00000286989	ENSG00000286989	lncRNA	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1613758	1615795	-	ENSG00000272106	ENSG00000272106	lncRNA	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1615454	1630605	+	ENSG00000197530	MIB2	protein_coding	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1632163	1635263	+	ENSG00000189409	MMP23B	protein_coding	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1635225	1659012	-	ENSG00000248333	CDK11B	protein_coding	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1659325	1662602	+	ENSG00000272004	ENSG00000272004	lncRNA	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1659529	1692795	-	ENSG00000189339	SLC35E2B	protein_coding	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1671990	1674397	+	ENSG00000269737	ENSG00000269737	transcribed_processed_pseudogene	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1699942	1701782	+	ENSG00000215914	MMP23A	unprocessed_pseudogene	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1702379	1724357	-	ENSG00000008128	CDK11A	protein_coding	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1702736	1737688	-	ENSG00000268575	ENSG00000268575	lncRNA	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1724512	1737251	+	ENSG00000227775	ENSG00000227775	transcribed_processed_pseudogene	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1724838	1745992	-	ENSG00000290854	ENSG00000290854	lncRNA	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1734690	1739557	-	ENSG00000215790	SLC35E2A	transcribed_unprocessed_pseudogene	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1751232	1780457	-	ENSG00000008130	NADK	protein_coding	not_applicable	contained	1	1562444	1875208	312764	85	5.68763
1	1785285	1892292	-	ENSG00000078369	GNB1	protein_coding	not_applicable	overlapping	1	1562444	1875208	312764	85	5.68763
1	1891223	1892726	+	ENSG00000231050	GNB1-DT	lncRNA	not_applicable	overlapping	1	1562444	1875208	312764	85	5.68763
1	1915108	1917296	+	ENSG00000169885	CALML6	protein_coding	not_applicable	overlapping	1	1562444	1875208	312764	85	5.68763
1	1917590	1919279	-	ENSG00000178821	TMEM52	protein_coding	not_applicable	overlapping	1	1562444	1875208	312764	85	5.68763
1	1921951	2003837	-	ENSG00000142609	CFAP74	protein_coding	not_applicable	flanking	1	1562444	1875208	312764	85	5.68763
1	2019329	2030758	+	ENSG00000187730	GABRD	protein_coding	not_applicable	flanking	1	2076235	2382880	306645	113	6.29091
1	2049203	2050070	-	ENSG00000226969	PRKCZ-DT	lncRNA	not_applicable	overlapping	1	2076235	2382880	306645	113	6.29091
1	2050411	2185395	+	ENSG00000067606	PRKCZ	protein_coding	not_applicable	overlapping	1	2076235	2382880	306645	113	6.29091
1	2141084	2145279	-	ENSG00000271806	ENSG00000271806	lncRNA	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2181794	2184389	-	ENSG00000182873	PRKCZ-AS1	lncRNA	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2184461	2212720	-	ENSG00000162585	FAAP20	protein_coding	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2212523	2220738	+	ENSG00000234396	ENSG00000234396	lncRNA	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2227388	2310213	+	ENSG00000157933	SKI	protein_coding	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2315040	2323085	+	ENSG00000287356	ENSG00000287356	lncRNA	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2321253	2391707	-	ENSG00000116151	MORN1	protein_coding	not_applicable	overlapping	1	2076235	2382880	306645	113	6.29091
1	2326201	2326693	-	ENSG00000272161	ENSG00000272161	lncRNA	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2350414	2352820	-	ENSG00000269896	ENSG00000269896	transcribed_processed_pseudogene	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2363061	2363628	-	ENSG00000272420	ENSG00000272420	lncRNA	not_applicable	contained	1	2076235	2382880	306645	113	6.29091
1	2391775	2405442	+	ENSG00000157916	RER1	protein_coding	not_applicable	overlapping	1	2076235	2382880	306645	113	6.29091
1	2403964	2413797	-	ENSG00000157911	PEX10	protein_coding	not_applicable	overlapping	1	2076235	2382880	306645	113	6.29091
1	2425980	2505532	+	ENSG00000149527	PLCH2	protein_coding	not_applicable	flanking	1	2076235	2382880	306645	113	6.29091
1	3069168	3438621	+	ENSG00000142611	PRDM16	protein_coding	not_applicable	flanking	1	3164745	3598715	433970	36	8.02328
1	3127975	3128035	+	ENSG00000283572	MIR4251	miRNA	not_applicable	overlapping	1	3164745	3598715	433970	36	8.02328
1	3132927	3133709	-	ENSG00000226286	ENSG00000226286	lncRNA	not_applicable	overlapping	1	3164745	3598715	433970	36	8.02328
1	3205988	3208664	+	ENSG00000279839	ENSG00000279839	TEC	not_applicable	contained	1	3164745	3598715	433970	36	8.02328
1	3306636	3310096	-	ENSG00000272235	ENSG00000272235	lncRNA	not_applicable	contained	1	3164745	3598715	433970	36	8.02328
1	3313052	3323149	-	ENSG00000287828	ENSG00000287828	lncRNA	not_applicable	contained	1	3164745	3598715	433970	36	8.02328
1	3367815	3373928	-	ENSG00000286518	ENSG00000286518	lncRNA	not_applicable	contained	1	3164745	3598715	433970	36	8.02328
1	3454665	3481113	+	ENSG00000130762	ARHGEF16	protein_coding	not_applicable	contained	1	3164745	3598715	433970	36	8.02328
1	3487246	3487627	+	ENSG00000272088	ENSG00000272088	lncRNA	not_applicable	contained	1	3164745	3598715	433970	36	8.02328
1	3487951	3611508	-	ENSG00000162591	MEGF6	protein_coding	not_applicable	overlapping	1	3164745	3598715	433970	36	8.02328
1	3560695	3560790	-	ENSG00000207776	MIR551A	miRNA	not_applicable	contained	1	3164745	3598715	433970	36	8.02328
1	3622857	3624786	-	ENSG00000238260	ENSG00000238260	lncRNA	not_applicable	overlapping	1	3164745	3598715	433970	36	8.02328
1	3625015	3630127	+	ENSG00000158109	TPRG1L	protein_coding	not_applicable	overlapping	1	3164745	3598715	433970	36	8.02328
1	3630767	3652761	-	ENSG00000116213	WRAP73	protein_coding	not_applicable	flanking	1	3164745	3598715	433970	36	8.02328
1	3652516	3736201	+	ENSG00000078900	TP73	protein_coding	not_applicable	flanking	1	3752637	4252145	499508	92	7.57543
1	3712200	3714298	-	ENSG00000235131	TP73-AS2	lncRNA	not_applicable	overlapping	1	3752637	4252145	499508	92	7.57543
1	3735511	3747373	-	ENSG00000227372	TP73-AS1	transcribed_unitary_pseudogene	not_applicable	overlapping	1	3752637	4252145	499508	92	7.57543
1	3736943	3737103	+	ENSG00000276189	ENSG00000276189	misc_RNA	not_applicable	overlapping	1	3752637	4252145	499508	92	7.57543
1	3746460	3771645	+	ENSG00000162592	CCDC27	protein_coding	not_applicable	overlapping	1	3752637	4252145	499508	92	7.57543
1	3772749	3775982	+	ENSG00000235169	SMIM1	protein_coding	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3778559	3796498	-	ENSG00000130764	LRRC47	protein_coding	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3782815	3783111	+	ENSG00000266075	RN7SL574P	misc_RNA	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3785008	3785538	+	ENSG00000272153	ENSG00000272153	lncRNA	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3812086	3857396	-	ENSG00000116198	CEP104	protein_coding	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3857267	3885429	+	ENSG00000169598	DFFB	protein_coding	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3889125	3900293	-	ENSG00000198912	C1orf174	protein_coding	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3900347	3917225	+	ENSG00000236423	LINC01134	lncRNA	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3940486	3955262	+	ENSG00000233304	LINC01346	lncRNA	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3944547	3949024	-	ENSG00000226374	LINC01345	lncRNA	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	3976133	4012704	+	ENSG00000284668	LINC02780	lncRNA	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	4012921	4019508	-	ENSG00000284703	ENSG00000284703	lncRNA	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	4175528	4175899	-	ENSG00000229280	EEF1DP6	processed_pseudogene	not_applicable	contained	1	3752637	4252145	499508	92	7.57543
1	4412027	4424689	+	ENSG00000235054	LINC01777	lncRNA	not_applicable	contained	1	4253243	4522726	269483	11	6.38106
1	4479131	4484375	-	ENSG00000284694	ENSG00000284694	lncRNA	not_applicable	contained	1	4253243	4522726	269483	11	6.38106
1	4551735	4552145	-	ENSG00000227169	ENSG00000227169	lncRNA	not_applicable	overlapping	1	4253243	4522726	269483	11	6.38106
1	4571481	4594016	+	ENSG00000232596	LINC01646	lncRNA	not_applicable	flanking	1	4253243	4522726	269483	11	6.38106
1	4654609	4792534	+	ENSG00000196581	AJAP1	protein_coding	not_applicable	flanking	1	4809304	5071837	262533	4	2.96216
1	4963954	4973298	-	ENSG00000284739	ENSG00000284739	lncRNA	not_applicable	contained	1	4809304	5071837	262533	4	2.96216
1	4973381	4981568	+	ENSG00000284674	LINC02781	lncRNA	not_applicable	contained	1	4809304	5071837	262533	4	2.96216
1	5086459	5090899	-	ENSG00000231510	LINC02782	lncRNA	not_applicable	overlapping	1	4809304	5071837	262533	4	2.96216
1	5478736	5493057	-	ENSG00000284692	ENSG00000284692	lncRNA	not_applicable	contained	1	5367598	5809269	441671	22	3.60541
1	5480787	5482028	-	ENSG00000284666	ENSG00000284666	lncRNA	not_applicable	contained	1	5367598	5809269	441671	22	3.60541
1	5492978	5494674	+	ENSG00000260972	ENSG00000260972	lncRNA	not_applicable	contained	1	5367598	5809269	441671	22	3.60541
1	5554747	5554881	+	ENSG00000283356	ENSG00000283356	unprocessed_pseudogene	not_applicable	contained	1	5367598	5809269	441671	22	3.60541
1	5561709	5668295	-	ENSG00000236948	ENSG00000236948	lncRNA	not_applicable	contained	1	5367598	5809269	441671	22	3.60541
1	5564071	5564143	+	ENSG00000264341	ENSG00000264341	miRNA	not_applicable	contained	1	5367598	5809269	441671	22	3.60541
1	5733358	5771453	-	ENSG00000289893	ENSG00000289893	lncRNA	not_applicable	contained	1	5367598	5809269	441671	22	3.60541
1	5862672	5862741	-	ENSG00000264101	MIR4689	miRNA	not_applicable	overlapping	1	5869712	6351154	481442	97	7.31034
1	5862811	5992473	-	ENSG00000131697	NPHP4	protein_coding	not_applicable	overlapping	1	5869712	6351154	481442	97	7.31034
1	5990927	6101193	+	ENSG00000069424	KCNAB2	protein_coding	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6101787	6180321	-	ENSG00000116254	CHD5	protein_coding	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6159430	6197757	-	ENSG00000285629	ENSG00000285629	protein_coding	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6185020	6209389	-	ENSG00000116251	RPL22	protein_coding	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6204840	6205780	-	ENSG00000226944	RNF207-AS1	lncRNA	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6205475	6221299	+	ENSG00000158286	RNF207	protein_coding	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6221193	6235972	-	ENSG00000116237	ICMT	protein_coding	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6234692	6239444	+	ENSG00000225077	ICMT-DT	lncRNA	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6244179	6245578	+	ENSG00000173673	HES3	protein_coding	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6247353	6261098	-	ENSG00000158292	GPR153	protein_coding	not_applicable	contained	1	5869712	6351154	481442	97	7.31034
1	6264269	6393767	-	ENSG00000097021	ACOT7	protein_coding	not_applicable	overlapping	1	5869712	6351154	481442	97	7.31034
1	6393555	6394391	+	ENSG00000271746	ENSG00000271746	lncRNA	not_applicable	overlapping	1	5869712	6351154	481442	97	7.31034
1	6412418	6424670	-	ENSG00000069812	HES2	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6424776	6461367	+	ENSG00000187017	ESPN	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6429834	6429896	-	ENSG00000265392	MIR4252	miRNA	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6443034	6447006	-	ENSG00000231868	ENSG00000231868	lncRNA	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6460786	6466175	-	ENSG00000215788	TNFRSF25	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6467122	6520074	-	ENSG00000171680	PLEKHG5	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6521347	6554513	-	ENSG00000162408	NOL9	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6540854	6540964	+	ENSG00000253022	RNU6-731P	snRNA	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6547905	6548619	+	ENSG00000229519	ENSG00000229519	processed_pseudogene	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6555307	6579755	+	ENSG00000173662	TAS1R1	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6579994	6589280	+	ENSG00000204859	ZBTB48	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6590724	6614607	-	ENSG00000162413	KLHL21	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6613731	6624030	+	ENSG00000116273	PHF13	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6624868	6635586	+	ENSG00000041988	THAP3	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6634168	6701924	-	ENSG00000007923	DNAJC11	protein_coding	not_applicable	contained	1	6376113	6719725	343612	74	5.25674
1	6724637	6730012	+	ENSG00000228750	LINC01672	lncRNA	not_applicable	overlapping	1	6376113	6719725	343612	74	5.25674
1	6767954	6770038	+	ENSG00000284744	ENSG00000284744	lncRNA	not_applicable	flanking	1	6376113	6719725	343612	74	5.25674
1	6785454	7769706	+	ENSG00000171735	CAMTA1	protein_coding	not_applicable	contains_region	1	6927345	7409720	482375	32	4.75289
1	7008376	7014279	-	ENSG00000237365	CAMTA1-AS3	lncRNA	not_applicable	contained	1	6927345	7409720	482375	32	4.75289
1	7219360	7219524	+	ENSG00000207056	RNU1-8P	snRNA	not_applicable	contained	1	6927345	7409720	482375	32	4.75289
1	7368942	7370270	+	ENSG00000237402	CAMTA1-IT1	lncRNA	not_applicable	contained	1	6927345	7409720	482375	32	4.75289
1	7382487	7389754	-	ENSG00000237728	CAMTA1-AS2	lncRNA	not_applicable	contained	1	6927345	7409720	482375	32	4.75289
1	7441096	7441554	-	ENSG00000225126	CAMTA1-AS1	lncRNA	not_applicable	overlapping	1	6927345	7409720	482375	32	4.75289
1	7693124	7694844	-	ENSG00000270171	ENSG00000270171	lncRNA	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7698303	7698872	-	ENSG00000270035	ENSG00000270035	lncRNA	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7700704	7700970	-	ENSG00000269978	ENSG00000269978	lncRNA	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7771296	7781432	+	ENSG00000049245	VAMP3	protein_coding	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7776383	7776775	+	ENSG00000269925	ENSG00000269925	lncRNA	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7784291	7845177	+	ENSG00000049246	PER3	protein_coding	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7810242	7827342	-	ENSG00000236266	ENSG00000236266	lncRNA	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7843083	7853512	-	ENSG00000049247	UTS2	protein_coding	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7915871	7943165	-	ENSG00000049249	TNFRSF9	protein_coding	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7942372	7942726	+	ENSG00000270330	ENSG00000270330	processed_pseudogene	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7954291	7985505	+	ENSG00000116288	PARK7	protein_coding	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7982881	7982983	-	ENSG00000200344	Y_RNA	misc_RNA	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7991134	8005312	+	ENSG00000284747	ENSG00000284747	lncRNA	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	7998187	7999934	-	ENSG00000284716	ENSG00000284716	lncRNA	not_applicable	contained	1	7568155	8007192	439037	74	6.24311
1	8004404	8026309	-	ENSG00000116285	ERRFI1	protein_coding	not_applicable	overlapping	1	7568155	8007192	439037	74	6.24311
1	8026738	8122702	+	ENSG00000238290	ERRFI1-DT	lncRNA	not_applicable	flanking	1	7568155	8007192	439037	74	6.24311
1	8189824	8192770	+	ENSG00000229305	ENSG00000229305	processed_pseudogene	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8191692	8194926	+	ENSG00000288816	ENSG00000288816	lncRNA	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8201518	8215210	+	ENSG00000227634	LINC01714	lncRNA	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8206434	8206597	-	ENSG00000200975	RNU1-7P	snRNA	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8218190	8220529	-	ENSG00000233645	ENSG00000233645	lncRNA	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8292157	8292263	-	ENSG00000251977	RNU6-991P	snRNA	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8318114	8344167	+	ENSG00000162426	SLC45A1	protein_coding	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8328067	8328179	+	ENSG00000252254	Y_RNA	misc_RNA	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8352397	8848921	-	ENSG00000142599	RERE	protein_coding	not_applicable	flanking	1	8166314	8622779	456465	30	6.13251
1	8424645	8435013	+	ENSG00000232912	RERE-AS1	lncRNA	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8511795	8511919	-	ENSG00000221083	ENSG00000221083	snoRNA	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8512653	8513021	+	ENSG00000270282	ENSG00000270282	processed_pseudogene	not_applicable	contained	1	8166314	8622779	456465	30	6.13251
1	8750430	8751087	+	ENSG00000234619	RPL7P11	processed_pseudogene	not_applicable	contained	1	8728463	9195232	466769	10	6.29039
1	8786211	8786913	-	ENSG00000224315	RPL7P7	processed_pseudogene	not_applicable	contained	1	8728463	9195232	466769	10	6.29039
