gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
ENSG00000285756	ENSG00000285756	lncRNA	X	3817528	3937855	-	subject	flanking	X	3985046	4000034	14988	26	8.18748
RPL24P9	ENSG00000225722	processed_pseudogene	X	3953056	3953561	+	subject	overlapping	X	3985046	4000034	14988	26	8.18748
MTND6P12	ENSG00000235039	processed_pseudogene	X	5168918	5169439	-	subject	contained	X	5141343	5171782	30439	52	4.62154
MTCYBP12	ENSG00000226313	processed_pseudogene	X	5169512	5170645	+	subject	contained	X	5141343	5171782	30439	52	4.62154
STS	ENSG00000101846	protein_coding	X	7147237	7804358	+	subject	contains_region	X	7198572	7220673	22101	23	4.53009
FAM9B	ENSG00000177138	protein_coding	X	9024232	9295682	-	subject	contains_region	X	9263694	9281578	17884	38	6.85287
ENSG00000228543	ENSG00000228543	lncRNA	X	9249920	9275206	+	subject	overlapping	X	9263694	9281578	17884	38	6.85287
MID1	ENSG00000101871	protein_coding	X	10445310	10833654	-	subject	contains_region	X	10785320	10794976	9656	21	5.0377
ENSG00000286475	ENSG00000286475	lncRNA	X	36678678	36866689	-	subject	flanking	X	36616335	36640391	24056	39	4.92903
ENSG00000250349	ENSG00000250349	protein_coding	X	37349330	38687674	+	subject	contains_region	X	38291121	38307335	16214	21	5.5571
RPGR	ENSG00000156313	protein_coding	X	38269163	38327544	-	subject	contains_region	X	38291121	38307335	16214	21	5.5571
ENSG00000252050	ENSG00000252050	snoRNA	X	38308112	38308241	-	subject	overlapping	X	38291121	38307335	16214	21	5.5571
OTC	ENSG00000036473	protein_coding	X	38352586	38421446	+	subject	flanking	X	38291121	38307335	16214	21	5.5571
TEX11	ENSG00000120498	protein_coding	X	70528940	70908711	-	subject	contains_region	X	70568306	70581294	12988	24	5.19477
ENSG00000271457	ENSG00000271457	processed_pseudogene	X	87143854	87144748	-	subject	overlapping	X	87169351	87204277	34926	69	6.14275
ENSG00000200422	ENSG00000200422	snoRNA	X	87146733	87146804	+	subject	overlapping	X	87169351	87204277	34926	69	6.14275
ENSG00000252016	ENSG00000252016	snoRNA	X	88148792	88148918	+	subject	overlapping	X	88174467	88192173	17706	20	5.05463
ENSG00000271693	ENSG00000271693	processed_pseudogene	X	88369343	88369459	+	subject	overlapping	X	88401556	88419956	18400	20	4.4986
CPXCR1	ENSG00000147183	protein_coding	X	88747225	88754785	+	subject	overlapping	X	88759016	88774236	15220	21	4.96617
DLGAP5P2	ENSG00000237873	processed_pseudogene	X	93042490	93042942	+	subject	contained	X	93041324	93058406	17082	25	5.25609
RPL7P55	ENSG00000228301	processed_pseudogene	X	93573834	93574579	+	subject	overlapping	X	93520677	93530200	9523	22	5.30613
LINC03077	ENSG00000281566	lncRNA	X	98450688	98892061	+	subject	contains_region	X	98843040	98850891	7851	22	4.9573
NXT2	ENSG00000101888	protein_coding	X	109535781	109544698	+	subject	overlapping	X	109544744	109568932	24188	29	5.04943
MFN1P1	ENSG00000233874	processed_pseudogene	X	109568478	109570289	+	subject	overlapping	X	109544744	109568932	24188	29	5.04943
ENSG00000287685	ENSG00000287685	lncRNA	X	110472692	110524320	+	subject	overlapping	X	110508871	110529336	20465	29	4.12261
TDGF1P3	ENSG00000225366	protein_coding	X	110520896	110523021	+	subject	contained	X	110508871	110529336	20465	29	4.12261
TRPC5	ENSG00000072315	protein_coding	X	111768011	112082776	-	subject	flanking	X	112116507	112129705	13198	27	4.45563
RTL4	ENSG00000187823	protein_coding	X	112083016	112457514	+	subject	contains_region	X	112116507	112129705	13198	27	4.45563
RNU6-1323P	ENSG00000206752	snRNA	X	116850839	116850945	-	subject	overlapping	X	116799975	116815052	15077	26	5.89082
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117423128	117435066	11938	26	3.99323
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117423128	117435066	11938	26	3.99323
PGRMC1	ENSG00000101856	protein_coding	X	119236245	119244466	+	subject	flanking	X	119293215	119308593	15378	31	6.10496
AKAP17BP	ENSG00000214992	unprocessed_pseudogene	X	119249346	119257667	-	subject	overlapping	X	119293215	119308593	15378	31	6.10496
ENSG00000230392	ENSG00000230392	lncRNA	X	119291529	119335610	+	subject	contains_region	X	119293215	119308593	15378	31	6.10496
ENSG00000226661	ENSG00000226661	lncRNA	X	119356301	119393595	-	subject	flanking	X	119293215	119308593	15378	31	6.10496
