ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
3994767	-8.27491	8.27491	4043992	5.44917	49225	1
3999171	-5.26992	5.26992	4043992	5.44917	44821	1
19294862	-5.3772	5.3772	19270541	7.62144	24321	14
19300638	-5.87687	5.87687	19270541	7.62144	30097	14
19301840	-5.87526	5.87526	19270541	7.62144	31299	14
44954240	-5.39497	5.39497	44949112	5.86066	5128	2
44956284	-5.98004	5.98004	44949112	5.86066	7172	2
44958181	5.90687	5.90687	44949112	5.86066	9069	2
46350224	5.69902	5.69902	46394600	5.05586	44376	1
67661741	-5.69559	5.69559	67618909	5.22991	42832	1
99364584	-5.26401	5.26401	99348656	5.15211	15928	1
99367018	-5.16506	5.16506	99348656	5.15211	18362	1
99367019	-5.16506	5.16506	99348656	5.15211	18363	1
99367020	-5.16506	5.16506	99348656	5.15211	18364	1
99367570	5.14792	5.14792	99348656	5.15211	18914	1
105747533	6.40213	6.40213	105786667	5.7948	39134	3
111799172	6.13025	6.13025	111758317	5.18449	40855	4
111800753	-6.57384	6.57384	111758317	5.18449	42436	4
111803779	6.2219	6.2219	111758317	5.18449	45462	4
111804568	-5.31466	5.31466	111758317	5.18449	46251	4
114880089	6.3111	6.3111	114841306	7.7372	38783	40
114880510	-6.302	6.302	114841306	7.7372	39204	41
114881882	5.43326	5.43326	114841306	7.7372	40576	41
114885405	-6.07198	6.07198	114841306	7.7372	44099	44
114886724	5.49292	5.49292	114841306	7.7372	45418	45
114887786	6.24975	6.24975	114841306	7.7372	46480	44
114889301	-5.80553	5.80553	114841306	7.7372	47995	44
128582324	5.48567	5.48567	128534284	5.6286	48040	1
147602776	-6.51474	6.51474	147637979	7.19512	35203	13
