gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
ENSG00000201660	ENSG00000201660	snoRNA	X	5410122	5410251	+	subject	overlapping	X	5437237	5459545	22308	50	2.16182
GPR143	ENSG00000101850	protein_coding	X	9725346	9786297	-	subject	flanking	X	9799154	9820116	20962	24	2.08393
SHROOM2	ENSG00000146950	protein_coding	X	9786429	9949443	+	subject	contains_region	X	9799154	9820116	20962	24	2.08393
EIF5P1	ENSG00000215319	processed_pseudogene	X	9818239	9819469	-	subject	contained	X	9799154	9820116	20962	24	2.08393
HMGN1P33	ENSG00000230326	processed_pseudogene	X	9865093	9865543	-	subject	overlapping	X	9799154	9820116	20962	24	2.08393
SHROOM2	ENSG00000146950	protein_coding	X	9786429	9949443	+	subject	flanking	X	9922402	9958865	36463	68	4.49879
Y_RNA	ENSG00000206844	misc_RNA	X	9874601	9874701	-	subject	overlapping	X	9922402	9958865	36463	68	4.49879
CLDN34	ENSG00000234469	protein_coding	X	9967358	9968352	+	subject	overlapping	X	9922402	9958865	36463	68	4.49879
ACOT9	ENSG00000123130	protein_coding	X	23701055	23766475	-	subject	flanking	X	23774930	23793743	18813	29	1.21714
ENSG00000233785	ENSG00000233785	lncRNA	X	23772992	23782956	-	subject	overlapping	X	23774930	23793743	18813	29	1.21714
Y_RNA	ENSG00000202272	misc_RNA	X	23782210	23782310	+	subject	contained	X	23774930	23793743	18813	29	1.21714
SAT1	ENSG00000130066	protein_coding	X	23783173	23786210	+	subject	contained	X	23774930	23793743	18813	29	1.21714
ENSG00000288706	ENSG00000288706	protein_coding	X	23783278	23783367	+	subject	contained	X	23774930	23793743	18813	29	1.21714
APOO	ENSG00000184831	protein_coding	X	23833353	23907938	-	subject	flanking	X	23774930	23793743	18813	29	1.21714
RPL9P7	ENSG00000238103	processed_pseudogene	X	23836742	23837321	-	subject	overlapping	X	23774930	23793743	18813	29	1.21714
MAGEB16	ENSG00000189023	protein_coding	X	35798342	35803772	+	subject	overlapping	X	35840786	35849754	8968	20	1.93239
ENSG00000271519	ENSG00000271519	processed_pseudogene	X	35864858	35869631	+	subject	overlapping	X	35840786	35849754	8968	20	1.93239
ENSG00000271519	ENSG00000271519	processed_pseudogene	X	35864858	35869631	+	subject	flanking	X	35917559	35936910	19351	24	1.23443
CFAP47	ENSG00000165164	protein_coding	X	35919734	36385317	+	subject	flanking	X	35917559	35936910	19351	24	1.23443
ENSG00000250349	ENSG00000250349	protein_coding	X	37349330	38687674	+	subject	contains_region	X	37842381	37852139	9758	22	1.43177
CYBB	ENSG00000165168	protein_coding	X	37780018	37813461	+	subject	flanking	X	37842381	37852139	9758	22	1.43177
DYNLT3	ENSG00000165169	protein_coding	X	37836757	37847571	-	subject	overlapping	X	37842381	37852139	9758	22	1.43177
RNU6-49P	ENSG00000206983	snRNA	X	37870109	37870215	+	subject	overlapping	X	37842381	37852139	9758	22	1.43177
CHTF8P1	ENSG00000233543	processed_pseudogene	X	44633692	44635232	+	subject	overlapping	X	44615284	44634907	19623	28	3.2703
RPL19P20	ENSG00000229168	processed_pseudogene	X	44649129	44649719	+	subject	overlapping	X	44615284	44634907	19623	28	3.2703
SHROOM4	ENSG00000158352	protein_coding	X	50586796	50814302	-	subject	contains_region	X	50644059	50656926	12867	20	1.94316
RNU6-935P	ENSG00000222303	snRNA	X	50649641	50649740	+	subject	contained	X	50644059	50656926	12867	20	1.94316
IQSEC2	ENSG00000124313	protein_coding	X	53225828	53321350	-	subject	contains_region	X	53279948	53289728	9780	20	1.6686
RPSAP62	ENSG00000226299	processed_pseudogene	X	53322990	53323822	+	subject	overlapping	X	53279948	53289728	9780	20	1.6686
Y_RNA	ENSG00000207408	misc_RNA	X	53324562	53324674	+	subject	overlapping	X	53279948	53289728	9780	20	1.6686
ENSG00000236571	ENSG00000236571	processed_pseudogene	X	53337783	53337973	-	subject	overlapping	X	53279948	53289728	9780	20	1.6686
PCDH11X	ENSG00000102290	protein_coding	X	91779261	92623230	+	subject	flanking	X	92644067	92661045	16978	25	1.1849
RPL26P36	ENSG00000225912	processed_pseudogene	X	92676519	92676954	-	subject	overlapping	X	92644067	92661045	16978	25	1.1849
KAT7P1	ENSG00000232842	processed_pseudogene	X	95973328	95974315	-	subject	overlapping	X	95976285	95999090	22805	23	1.19262
RN7SL379P	ENSG00000242998	misc_RNA	X	96023360	96023652	+	subject	overlapping	X	95976285	95999090	22805	23	1.19262
LHFPL1	ENSG00000182508	protein_coding	X	112630648	112680054	-	subject	flanking	X	112580300	112599962	19662	20	1.19601
AKR1B1P8	ENSG00000231371	processed_pseudogene	X	116043483	116044418	+	subject	overlapping	X	116082374	116139550	57176	56	1.20815
API5P1	ENSG00000234558	processed_pseudogene	X	116106921	116108430	-	subject	contained	X	116082374	116139550	57176	56	1.20815
AGTR2	ENSG00000180772	protein_coding	X	116170744	116174974	+	subject	overlapping	X	116082374	116139550	57176	56	1.20815
RNU6-154P	ENSG00000207033	snRNA	X	116400848	116400953	-	subject	overlapping	X	116345638	116354736	9098	25	1.53952
SEPTIN6	ENSG00000125354	protein_coding	X	119615724	119693370	-	subject	flanking	X	119730565	119751051	20486	37	1.97647
ENSG00000279601	ENSG00000279601	TEC	X	119693568	119696059	+	subject	overlapping	X	119730565	119751051	20486	37	1.97647
SOWAHD	ENSG00000187808	protein_coding	X	119758588	119760202	+	subject	overlapping	X	119730565	119751051	20486	37	1.97647
RPL39	ENSG00000198918	protein_coding	X	119786504	119791630	-	subject	overlapping	X	119730565	119751051	20486	37	1.97647
SNORA69	ENSG00000206622	snoRNA	X	119787353	119787484	-	subject	overlapping	X	119730565	119751051	20486	37	1.97647
ENSG00000286366	ENSG00000286366	lncRNA	X	119791971	119810949	+	subject	flanking	X	119730565	119751051	20486	37	1.97647
RPL3P12	ENSG00000232496	processed_pseudogene	X	122538253	122539460	+	subject	overlapping	X	122540782	122562776	21994	49	1.17768
U3	ENSG00000212321	snoRNA	X	122840426	122840645	+	subject	contained	X	122825223	122847276	22053	42	1.35631
TENM1	ENSG00000009694	protein_coding	X	124375903	125204312	-	subject	contains_region	X	125158401	125170861	12460	38	3.33123
ENSG00000232599	ENSG00000232599	processed_pseudogene	X	125203805	125204338	-	subject	overlapping	X	125158401	125170861	12460	38	3.33123
FGF13	ENSG00000129682	protein_coding	X	138614727	139222777	-	subject	contains_region	X	139148604	139164093	15489	20	1.21067
ENSG00000227303	ENSG00000227303	lncRNA	X	143284977	143516803	+	subject	contains_region	X	143349061	143368080	19019	21	1.1951
PGBD4P6	ENSG00000226064	processed_pseudogene	X	143343976	143344585	+	subject	overlapping	X	143349061	143368080	19019	21	1.1951
ENSG00000228855	ENSG00000228855	processed_pseudogene	X	147591612	147591909	-	subject	overlapping	X	147602876	147637628	34752	62	4.21959
Metazoa_SRP	ENSG00000278724	misc_RNA	X	151275509	151275789	+	subject	overlapping	X	151298489	151318845	20356	28	2.81282
ENSG00000287918	ENSG00000287918	lncRNA	X	151303384	151397142	-	subject	flanking	X	151298489	151318845	20356	28	2.81282
TMLHE	ENSG00000185973	protein_coding	X	155489011	155719098	-	subject	flanking	X	155708407	155735201	26794	31	284.081
SPRY3	ENSG00000168939	protein_coding	X	155612572	155782459	+	subject	contains_region	X	155708407	155735201	26794	31	284.081
