ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
21235631	-4.24825	4.24825	21209588	5.39419	26043	2
21242103	-4.87489	4.87489	21209588	5.39419	32515	2
30582041	4.60034	4.60034	30598218	7.05071	16177	1
32818844	4.58231	4.58231	32792408	7.36154	26436	2
32819005	-6.51555	6.51555	32792408	7.36154	26597	2
32820168	-4.83409	4.83409	32792408	7.36154	27760	2
32820420	-4.31079	4.31079	32792408	7.36154	28012	2
32821452	5.40484	5.40484	32792408	7.36154	29044	2
32827065	-4.68594	4.68594	32792408	7.36154	34657	2
48034589	-4.16121	4.16121	48046594	5.58526	12005	2
48042117	4.64468	4.64468	48046594	5.58526	4477	5
65834381	-4.24022	4.24022	65787190	5.06021	47191	2
68780389	-6.33143	6.33143	68797248	5.61621	16859	4
68782824	5.85688	5.85688	68797248	5.61621	14424	4
68786454	6.26626	6.26626	68797248	5.61621	10794	4
95392306	4.50819	4.50819	95413876	5.58526	21570	7
107783358	6.1448	6.1448	107794565	6.56681	11207	8
107783930	4.58362	4.58362	107794565	6.56681	10635	8
107786726	-4.90245	4.90245	107794565	6.56681	7839	8
107788453	-4.90512	4.90512	107794565	6.56681	6112	8
115391192	-4.48809	4.48809	115359007	7.19721	32185	4
116384225	-5.716	5.716	116420052	8.93388	35827	7
119301240	-4.87645	4.87645	119299701	5.79425	1539	6
122403303	4.25084	4.25084	122380168	5.86588	23135	1
125201706	-4.34421	4.34421	125227299	5.98243	25593	2
136090572	4.2194	4.2194	136058049	6.58704	32523	4
136090574	4.2194	4.2194	136058049	6.58704	32525	4
136096342	4.61432	4.61432	136058049	6.58704	38293	3
136099060	4.68915	4.68915	136058049	6.58704	41011	3
136099494	-4.77326	4.77326	136058049	6.58704	41445	3
140294292	-6.42606	6.42606	140266408	8.69266	27884	12
140310653	-5.87536	5.87536	140266408	8.69266	44245	12
140311404	-5.5335	5.5335	140266408	8.69266	44996	12
142890603	-5.19168	5.19168	142907688	6.45781	17085	1
142892590	-6.85227	6.85227	142907688	6.45781	15098	1
142894398	-5.55947	5.55947	142907688	6.45781	13290	1
142894433	-6.61033	6.61033	142907688	6.45781	13255	1
142919346	4.54033	4.54033	142907688	6.45781	11658	1
142920898	4.57381	4.57381	142907688	6.45781	13210	1
146330199	-5.2328	5.2328	146369589	5.78369	39390	2
146333378	4.40585	4.40585	146369589	5.78369	36211	2
146340883	-5.10449	5.10449	146369589	5.78369	28706	2
147601948	7.48335	7.48335	147648944	8.01792	46996	10
147661861	-4.3933	4.3933	147648944	8.01792	12917	19
