gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
FAM9B	ENSG00000177138	protein_coding	X	9024232	9295682	-	subject	contains_region	X	9267087	9277623	10536	21	6.81234
MID1	ENSG00000101871	protein_coding	X	10445310	10833654	-	subject	contains_region	X	10777644	10804394	26750	49	5.93112
DMD	ENSG00000198947	protein_coding	X	31097677	33339609	-	subject	contains_region	X	31140522	31155583	15061	20	6.53064
CFAP47	ENSG00000165164	protein_coding	X	35919734	36385317	+	subject	contains_region	X	36261474	36275415	13941	23	4.46538
PIN4	ENSG00000102309	protein_coding	X	72181353	72302926	+	subject	flanking	X	72291274	72306286	15012	21	4.97585
RPS4X	ENSG00000198034	protein_coding	X	72255679	72277248	-	escapee	overlapping	X	72291274	72306286	15012	21	4.97585
CITED1	ENSG00000125931	protein_coding	X	72301638	72307187	-	subject	overlapping	X	72291274	72306286	15012	21	4.97585
ENSG00000285547	ENSG00000285547	protein_coding	X	72301691	72572843	-	subject	flanking	X	72291274	72306286	15012	21	4.97585
HDAC8	ENSG00000147099	protein_coding	X	72329516	72573101	-	subject	flanking	X	72291274	72306286	15012	21	4.97585
PCDH11X	ENSG00000102290	protein_coding	X	91779261	92623230	+	subject	contains_region	X	92330014	92343531	13517	21	5.3834
NXT2	ENSG00000101888	protein_coding	X	109535781	109544698	+	subject	contained	X	109534950	109570275	35325	36	5.34711
TRPC5	ENSG00000072315	protein_coding	X	111768011	112082776	-	subject	flanking	X	112113682	112129705	16023	51	5.15112
RTL4	ENSG00000187823	protein_coding	X	112083016	112457514	+	subject	contains_region	X	112113682	112129705	16023	51	5.15112
WDR44	ENSG00000131725	protein_coding	X	118346073	118449961	+	subject	contains_region	X	118424299	118445236	20937	37	5.23401
PGRMC1	ENSG00000101856	protein_coding	X	119236245	119244466	+	subject	flanking	X	119293900	119302792	8892	21	5.23964
