gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
MTND6P12	ENSG00000235039	processed_pseudogene	X	5168918	5169439	-	subject	overlapping	X	5116113	5149756	33643	129	5.65086
MTCYBP12	ENSG00000226313	processed_pseudogene	X	5169512	5170645	+	subject	overlapping	X	5116113	5149756	33643	129	5.65086
ENSG00000233928	ENSG00000233928	lncRNA	X	33726337	34346527	+	subject	contains_region	X	33832972	33856709	23737	30	7.15949
PPP1R2C	ENSG00000102055	protein_coding	X	42777366	42778163	-	subject	overlapping	X	42810527	42818428	7901	21	4.40076
KDM6A	ENSG00000147050	protein_coding	X	44873188	45112779	+	escapee	contains_region	X	44929827	44956284	26457	30	5.01947
EDA	ENSG00000158813	protein_coding	X	69616067	70039472	+	subject	contains_region	X	69674102	69695333	21231	27	4.25447
5S_rRNA	ENSG00000285776	rRNA_pseudogene	X	69672479	69672597	+	subject	overlapping	X	69674102	69695333	21231	27	4.25447
U3	ENSG00000212434	snoRNA	X	69692956	69693155	+	subject	contained	X	69674102	69695333	21231	27	4.25447
CHMP1B2P	ENSG00000278530	transcribed_unitary_pseudogene	X	80228489	80335364	-	subject	flanking	X	80170315	80189630	19315	21	5.93079
ENSG00000284618	ENSG00000284618	lncRNA	X	81000150	81004217	-	subject	contained	X	80988657	81017394	28737	32	5.86309
ENSG00000202183	ENSG00000202183	snoRNA	X	82561201	82561347	+	subject	overlapping	X	82600419	82617478	17059	39	6.21826
ENSG00000271457	ENSG00000271457	processed_pseudogene	X	87143854	87144748	-	subject	overlapping	X	87150707	87183652	32945	47	5.84458
ENSG00000200422	ENSG00000200422	snoRNA	X	87146733	87146804	+	subject	overlapping	X	87150707	87183652	32945	47	5.84458
UBE2V1P9	ENSG00000229667	processed_pseudogene	X	90289536	90289903	-	subject	overlapping	X	90270200	90286791	16591	23	6.94858
SERBP1P4	ENSG00000230275	processed_pseudogene	X	91560436	91561597	-	subject	overlapping	X	91564308	91577315	13007	20	4.59907
DLGAP5P2	ENSG00000237873	processed_pseudogene	X	93042490	93042942	+	subject	overlapping	X	93047601	93060555	12954	37	9.63935
RPL7P55	ENSG00000228301	processed_pseudogene	X	93573834	93574579	+	subject	overlapping	X	93517290	93530200	12910	22	8.4066
GK4P	ENSG00000178146	processed_pseudogene	X	101778969	101780538	-	subject	overlapping	X	101811131	101818567	7436	20	5.58937
ENSG00000290798	ENSG00000290798	lncRNA	X	101832112	101857577	-	subject	overlapping	X	101811131	101818567	7436	20	5.58937
NXF5	ENSG00000126952	transcribed_unprocessed_pseudogene	X	101832537	101843278	-	subject	overlapping	X	101811131	101818567	7436	20	5.58937
ENSG00000235329	ENSG00000235329	processed_pseudogene	X	113347413	113347619	+	subject	flanking	X	113281452	113297434	15982	27	5.88433
PRPF4BP1	ENSG00000224217	processed_pseudogene	X	116748530	116748877	-	subject	overlapping	X	116758991	116806470	47479	79	9.95264
RNU6-1323P	ENSG00000206752	snRNA	X	116850839	116850945	-	subject	overlapping	X	116758991	116806470	47479	79	9.95264
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117359555	117372605	13050	23	7.20538
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117359555	117372605	13050	23	7.20538
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117420342	117445723	25381	80	6.70996
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117420342	117445723	25381	80	6.70996
RPS26P56	ENSG00000226339	processed_pseudogene	X	129408382	129408621	+	subject	overlapping	X	129377175	129387132	9957	22	6.34487
RNA5SP513	ENSG00000201518	rRNA_pseudogene	X	129436530	129436647	-	subject	overlapping	X	129377175	129387132	9957	22	6.34487
