ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
12041521	3.92486	3.92486	12046142	5.03112	4621	1
35515649	4.38704	4.38704	35470944	7.59619	44705	13
35517460	-6.54787	6.54787	35470944	7.59619	46516	13
35524736	4.61659	4.61659	35509359	5.94599	15377	7
53413445	-4.05636	4.05636	53426253	5.17633	12808	1
78608079	4.37841	4.37841	78604313	5.21365	3766	3
87026476	4.08983	4.08983	87050871	5.58082	24395	1
96348959	-4.60311	4.60311	96398940	5.3764	49981	1
96349064	-4.55885	4.55885	96398940	5.3764	49876	1
96349471	-4.55885	4.55885	96398940	5.3764	49469	1
96349473	-4.55885	4.55885	96398940	5.3764	49467	1
96349478	-4.55885	4.55885	96398940	5.3764	49462	1
96349662	-4.55885	4.55885	96398940	5.3764	49278	1
96350003	-4.55885	4.55885	96398940	5.3764	48937	1
96351081	5.17291	5.17291	96398940	5.3764	47859	1
96351558	-4.79523	4.79523	96398940	5.3764	47382	1
96355345	-5.47391	5.47391	96398940	5.3764	43595	1
97776641	-4.38345	4.38345	97791119	5.03851	14478	1
114004575	4.04716	4.04716	114003078	5.00252	1497	1
114007126	-4.3725	4.3725	114003078	5.00252	4048	1
114008379	4.70003	4.70003	114003078	5.00252	5301	1
114008604	-4.39321	4.39321	114003078	5.00252	5526	1
114009441	-4.39826	4.39826	114003078	5.00252	6363	1
114011365	-5.08243	5.08243	114003078	5.00252	8287	1
114011739	-5.09741	5.09741	114003078	5.00252	8661	1
114012778	-5.29314	5.29314	114003078	5.00252	9700	1
114014069	-5.29943	5.29943	114003078	5.00252	10991	1
124807878	4.84912	4.84912	124767120	5.71287	40758	4
124893663	-3.91932	3.91932	124887100	5.12491	6563	1
124894593	-4.93231	4.93231	124887100	5.12491	7493	1
124895422	-5.03872	5.03872	124887100	5.12491	8322	1
