pos	relate_score	population	cluster_id	cluster_start	cluster_end	cluster_center	cluster_size	cluster_max_score	cluster_mean_score
704670	5.6821	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
704859	5.32067	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
704940	5.32067	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
704949	5.32067	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
705084	5.32067	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
705159	5.32067	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
705191	5.32067	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
705482	5.32067	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
718786	5.29392	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
718862	5.29392	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
719764	5.29392	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
730174	5.89121	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
730278	5.89121	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
731568	5.89121	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
732408	6.11422	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
733215	5.29392	CHS	5	704670	733215	712134.0	16	6.11422	5.493145
883811	5.14881	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
883851	5.14881	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
883910	9.61931	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
886586	6.25824	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
887301	7.87001	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
889597	6.0919	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
889651	5.80547	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
889941	5.41896	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
890391	5.80547	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
890459	5.80547	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
890806	7.75502	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
891904	5.80547	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
893285	6.25824	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
894964	10.0155	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
895075	7.49885	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
896561	7.49885	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
896774	7.64248	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
897491	7.49885	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
897556	7.49885	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
897625	7.64248	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
914918	5.58425	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
915352	5.58425	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
915622	5.58425	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
915966	5.58425	CHS	8	883811	915966	892594.5	24	10.0155	6.684335
1096088	6.8199	CHS	6	1096088	1106001	1103446.0	5	6.8199	5.961152
1098785	5.1335	CHS	6	1096088	1106001	1103446.0	5	6.8199	5.961152
1103446	5.94001	CHS	6	1096088	1106001	1103446.0	5	6.8199	5.961152
1103650	6.74347	CHS	6	1096088	1106001	1103446.0	5	6.8199	5.961152
1106001	5.16888	CHS	6	1096088	1106001	1103446.0	5	6.8199	5.961152
