gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
MTND6P12	ENSG00000235039	processed_pseudogene	X	5168918	5169439	-	subject	overlapping	X	5127224	5164067	36843	124	6.28915
MTCYBP12	ENSG00000226313	processed_pseudogene	X	5169512	5170645	+	subject	overlapping	X	5127224	5164067	36843	124	6.28915
STS	ENSG00000101846	protein_coding	X	7147237	7804358	+	subject	contains_region	X	7251505	7279294	27789	32	5.75459
ENSG00000201407	ENSG00000201407	snoRNA	X	24133186	24133317	+	subject	overlapping	X	24173404	24195594	22190	29	5.1606
ZFX-AS1	ENSG00000234230	lncRNA	X	24146225	24149654	-	subject	overlapping	X	24173404	24195594	22190	29	5.1606
ZFX	ENSG00000005889	protein_coding	X	24149173	24216255	+	escapee	contains_region	X	24173404	24195594	22190	29	5.1606
ENSG00000289472	ENSG00000289472	lncRNA	X	24168659	24169609	+	subject	overlapping	X	24173404	24195594	22190	29	5.1606
DMD	ENSG00000198947	protein_coding	X	31097677	33339609	-	subject	contains_region	X	31772639	31809169	36530	49	6.90813
ENSG00000233928	ENSG00000233928	lncRNA	X	33726337	34346527	+	subject	contains_region	X	34184892	34208839	23947	31	5.66064
FTH1P14	ENSG00000185638	processed_pseudogene	X	34147036	34147586	+	subject	overlapping	X	34184892	34208839	23947	31	5.66064
ENSG00000233571	ENSG00000233571	lncRNA	X	34206725	34415537	-	subject	flanking	X	34184892	34208839	23947	31	5.66064
ENSG00000202183	ENSG00000202183	snoRNA	X	82561201	82561347	+	subject	overlapping	X	82588009	82621349	33340	71	5.97494
ENSG00000271457	ENSG00000271457	processed_pseudogene	X	87143854	87144748	-	subject	overlapping	X	87159665	87187491	27826	48	7.56479
ENSG00000200422	ENSG00000200422	snoRNA	X	87146733	87146804	+	subject	overlapping	X	87159665	87187491	27826	48	7.56479
UBE2V1P9	ENSG00000229667	processed_pseudogene	X	90289536	90289903	-	subject	overlapping	X	90301243	90325905	24662	32	6.7915
SERBP1P4	ENSG00000230275	processed_pseudogene	X	91560436	91561597	-	subject	overlapping	X	91595885	91608385	12500	25	4.16774
DLGAP5P2	ENSG00000237873	processed_pseudogene	X	93042490	93042942	+	subject	overlapping	X	93048463	93065486	17023	40	6.88233
ENSG00000286523	ENSG00000286523	lncRNA	X	96127747	96372889	-	subject	contains_region	X	96262919	96314439	51520	94	6.53455
BRDTP1	ENSG00000271209	processed_pseudogene	X	96337236	96337912	-	subject	overlapping	X	96262919	96314439	51520	94	6.53455
GK4P	ENSG00000178146	processed_pseudogene	X	101778969	101780538	-	subject	overlapping	X	101804608	101811468	6860	20	5.29644
ENSG00000290798	ENSG00000290798	lncRNA	X	101832112	101857577	-	subject	overlapping	X	101804608	101811468	6860	20	5.29644
NXF5	ENSG00000126952	transcribed_unprocessed_pseudogene	X	101832537	101843278	-	subject	overlapping	X	101804608	101811468	6860	20	5.29644
PRPF4BP1	ENSG00000224217	processed_pseudogene	X	116748530	116748877	-	subject	overlapping	X	116758991	116799554	40563	51	7.44757
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117408597	117438168	29571	103	6.71357
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117408597	117438168	29571	103	6.71357
WDR44	ENSG00000131725	protein_coding	X	118346073	118449961	+	subject	contains_region	X	118404763	118430315	25552	35	5.97688
MIR1277	ENSG00000221463	miRNA	X	118386394	118386471	+	subject	overlapping	X	118404763	118430315	25552	35	5.97688
