gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
ENSG00000201407	ENSG00000201407	snoRNA	X	24133186	24133317	+	subject	overlapping	X	24173404	24196902	23498	32	5.89093
ZFX-AS1	ENSG00000234230	lncRNA	X	24146225	24149654	-	subject	overlapping	X	24173404	24196902	23498	32	5.89093
ZFX	ENSG00000005889	protein_coding	X	24149173	24216255	+	escapee	contains_region	X	24173404	24196902	23498	32	5.89093
ENSG00000289472	ENSG00000289472	lncRNA	X	24168659	24169609	+	subject	overlapping	X	24173404	24196902	23498	32	5.89093
DMD	ENSG00000198947	protein_coding	X	31097677	33339609	-	subject	contains_region	X	31780138	31806546	26408	31	6.26629
ENSG00000233928	ENSG00000233928	lncRNA	X	33726337	34346527	+	subject	contains_region	X	33836451	33855399	18948	32	5.9065
ENSG00000233928	ENSG00000233928	lncRNA	X	33726337	34346527	+	subject	contains_region	X	34183199	34205505	22306	32	5.2362
FTH1P14	ENSG00000185638	processed_pseudogene	X	34147036	34147586	+	subject	overlapping	X	34183199	34205505	22306	32	5.2362
ENSG00000233571	ENSG00000233571	lncRNA	X	34206725	34415537	-	subject	flanking	X	34183199	34205505	22306	32	5.2362
ENSG00000286475	ENSG00000286475	lncRNA	X	36678678	36866689	-	subject	flanking	X	36629534	36641498	11964	25	5.34484
USP9X	ENSG00000124486	protein_coding	X	41085445	41236579	+	escapee	contains_region	X	41200216	41222586	22370	27	6.60576
TOMM20P4	ENSG00000230311	processed_pseudogene	X	73223124	73223558	+	subject	overlapping	X	73264893	73278800	13907	28	4.9258
LRRFIP2P1	ENSG00000237014	processed_pseudogene	X	73237647	73238709	-	subject	overlapping	X	73264893	73278800	13907	28	4.9258
YWHAZP8	ENSG00000225664	processed_pseudogene	X	73274785	73275515	+	subject	contained	X	73264893	73278800	13907	28	4.9258
EIF3JP1	ENSG00000228041	processed_pseudogene	X	82497669	82497924	-	subject	overlapping	X	82434007	82452639	18632	26	4.9412
ENSG00000202183	ENSG00000202183	snoRNA	X	82561201	82561347	+	subject	overlapping	X	82590210	82619287	29077	42	5.97041
DACH2	ENSG00000126733	protein_coding	X	86148451	86832604	+	subject	flanking	X	86869987	86888248	18261	23	6.74555
ENSG00000236190	ENSG00000236190	processed_pseudogene	X	86888586	86888816	+	subject	overlapping	X	86869987	86888248	18261	23	6.74555
ENSG00000271457	ENSG00000271457	processed_pseudogene	X	87143854	87144748	-	subject	overlapping	X	87160843	87200326	39483	108	6.11303
ENSG00000200422	ENSG00000200422	snoRNA	X	87146733	87146804	+	subject	overlapping	X	87160843	87200326	39483	108	6.11303
ENSG00000230478	ENSG00000230478	processed_pseudogene	X	87425583	87425690	-	subject	overlapping	X	87425918	87443149	17231	30	5.79082
UBE2V1P9	ENSG00000229667	processed_pseudogene	X	90289536	90289903	-	subject	contained	X	90280412	90301824	21412	35	6.42353
DLGAP5P2	ENSG00000237873	processed_pseudogene	X	93042490	93042942	+	subject	contained	X	93040425	93060555	20130	52	6.93355
ENSG00000235329	ENSG00000235329	processed_pseudogene	X	113347413	113347619	+	subject	overlapping	X	113281452	113300476	19024	20	4.22825
PRPF4BP1	ENSG00000224217	processed_pseudogene	X	116748530	116748877	-	subject	overlapping	X	116759276	116789642	30366	44	5.87971
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117359458	117373351	13893	27	7.4872
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117359458	117373351	13893	27	7.4872
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117421469	117438168	16699	50	6.48601
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117421469	117438168	16699	50	6.48601
