ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
4589691	-4.87332	4.87332	4624662	5.43205	34971	1
4592372	5.19735	5.19735	4624662	5.43205	32290	1
4592678	5.14328	5.14328	4624662	5.43205	31984	1
4592696	-4.53034	4.53034	4624662	5.43205	31966	1
4592852	5.14328	5.14328	4624662	5.43205	31810	1
4593921	-4.61195	4.61195	4624662	5.43205	30741	1
4595050	-4.70512	4.70512	4624662	5.43205	29612	1
4596875	-4.4055	4.4055	4624662	5.43205	27787	1
10781125	4.12403	4.12403	10754672	6.63041	26453	6
10782156	4.27523	4.27523	10754672	6.63041	27484	6
10786620	-4.16011	4.16011	10754672	6.63041	31948	5
10789082	-4.63134	4.63134	10754672	6.63041	34410	4
10789224	5.11908	5.11908	10754672	6.63041	34552	4
10795564	-5.30902	5.30902	10754672	6.63041	40892	1
18551559	-4.30703	4.30703	18529129	6.88284	22430	1
37393157	4.57592	4.57592	37393601	5.06758	444	8
37397977	-5.17158	5.17158	37393601	5.06758	4376	8
37397977	4.52512	4.52512	37393601	5.06758	4376	8
44942038	-4.9104	4.9104	44958505	5.9449	16467	1
44943168	-4.13999	4.13999	44958505	5.9449	15337	1
44943491	4.26718	4.26718	44958505	5.9449	15014	1
44944716	4.28305	4.28305	44958505	5.9449	13789	1
44947279	-4.19314	4.19314	44958505	5.9449	11226	1
44951073	-4.39988	4.39988	44958505	5.9449	7432	1
44952271	4.35584	4.35584	44958505	5.9449	6234	1
44958181	4.59009	4.59009	44958505	5.9449	324	1
44959739	-4.44429	4.44429	44958505	5.9449	1234	1
44960970	-4.50637	4.50637	44958505	5.9449	2465	1
44961058	-4.52532	4.52532	44958505	5.9449	2553	1
44962565	-4.55683	4.55683	44958505	5.9449	4060	1
46026300	4.65337	4.65337	46068824	5.08032	42524	1
46036704	-4.45715	4.45715	46068824	5.08032	32120	1
49606184	4.28773	4.28773	49649760	7.20722	43576	4
49606298	4.28773	4.28773	49649760	7.20722	43462	4
49606320	4.28773	4.28773	49649760	7.20722	43440	4
49609017	4.26025	4.26025	49649760	7.20722	40743	6
49610754	-4.53645	4.53645	49649760	7.20722	39006	6
73236957	-4.61442	4.61442	73269591	5.35966	32634	2
73236957	4.15746	4.15746	73269591	5.35966	32634	2
73264893	-4.9258	4.9258	73269591	5.35966	4698	3
73267273	4.86202	4.86202	73269591	5.35966	2318	3
73267850	-4.76781	4.76781	73269591	5.35966	1741	3
73267941	-4.70716	4.70716	73269591	5.35966	1650	3
73267984	-4.87839	4.87839	73269591	5.35966	1607	3
73267985	-4.87839	4.87839	73269591	5.35966	1606	3
73268747	-4.75786	4.75786	73269591	5.35966	844	3
73270072	-4.8079	4.8079	73269591	5.35966	481	3
73270412	-4.74039	4.74039	73269591	5.35966	821	3
73270548	-4.86905	4.86905	73269591	5.35966	957	3
73270564	-4.78995	4.78995	73269591	5.35966	973	3
73270840	-4.78995	4.78995	73269591	5.35966	1249	3
73271693	-4.78995	4.78995	73269591	5.35966	2102	3
73272512	-4.65646	4.65646	73269591	5.35966	2921	3
73272512	-4.68155	4.68155	73269591	5.35966	2921	3
73272512	4.57331	4.57331	73269591	5.35966	2921	3
95379027	-4.49488	4.49488	95419969	7.24819	40942	8
95379204	-4.43596	4.43596	95419969	7.24819	40765	8
95384465	-4.70335	4.70335	95419969	7.24819	35504	7
95388580	4.36858	4.36858	95419969	7.24819	31389	7
95389593	-4.53253	4.53253	95419969	7.24819	30376	7
95390766	-4.49791	4.49791	95419969	7.24819	29203	7
96051674	4.36732	4.36732	96070429	5.1304	18755	1
96260067	-4.65718	4.65718	96264122	5.29363	4055	1
96261612	-4.91371	4.91371	96264122	5.29363	2510	1
96262209	4.97853	4.97853	96264122	5.29363	1913	1
96262634	-4.42836	4.42836	96264122	5.29363	1488	1
96262873	-4.42836	4.42836	96264122	5.29363	1249	1
96265603	4.62704	4.62704	96264122	5.29363	1481	1
96265609	-4.76213	4.76213	96264122	5.29363	1487	1
96265609	-5.20262	5.20262	96264122	5.29363	1487	1
96265739	-4.80538	4.80538	96264122	5.29363	1617	1
97203360	4.48532	4.48532	97242347	7.08041	38987	2
97207104	-4.14307	4.14307	97242347	7.08041	35243	2
97207308	-4.41892	4.41892	97242347	7.08041	35039	2
99263013	4.19854	4.19854	99286073	6.97847	23060	8
