17585653	5.6614	5.6614
17585656	-5.12957	5.12957
18017388	5.07418	5.07418
19101181	-5.02889	5.02889
19101609	-5.02475	5.02475
19103419	5.07791	5.07791
19185326	-5.38026	5.38026
19952985	5.31923	5.31923
20121816	5.14996	5.14996
20124820	-5.4181	5.4181
20273035	5.31322	5.31322
20514849	-5.26264	5.26264
20515674	-4.92834	4.92834
20517051	-5.02931	5.02931
20517467	-5.06355	5.06355
20562407	5.73945	5.73945
20563017	-5.74945	5.74945
20565090	-5.72039	5.72039
20565468	-6.02065	6.02065
20565757	-5.96232	5.96232
20565912	-6.32493	6.32493
20566033	5.55972	5.55972
20567068	-5.89541	5.89541
20567606	-6.63153	6.63153
20569635	6.40748	6.40748
20570304	-5.32279	5.32279
20570393	-5.5948	5.5948
20570814	-5.24278	5.24278
20571473	-5.22829	5.22829
20572272	-5.64218	5.64218
20572639	8.03692	8.03692
20574999	-5.7205	5.7205
21019313	4.92768	4.92768
21138744	5.63539	5.63539
22008085	-5.34694	5.34694
22008509	-5.9969	5.9969
22017823	-5.1585	5.1585
22055863	-6.03883	6.03883
22056061	-5.83019	5.83019
22057402	-5.95296	5.95296
22323311	-5.29886	5.29886
22326250	-4.99485	4.99485
22519390	-5.20742	5.20742
22531952	-5.16908	5.16908
22532432	6.01383	6.01383
22532498	-4.99575	4.99575
22532553	5.23443	5.23443
22532760	-5.83479	5.83479
22899788	4.9323	4.9323
24002141	-6.18974	6.18974
24002423	6.36347	6.36347
24002614	-5.71433	5.71433
24002833	-6.16213	6.16213
24002918	-5.91756	5.91756
24003036	-6.6873	6.6873
24003103	-5.46898	5.46898
24003209	-5.50615	5.50615
24003379	-5.13669	5.13669
24003914	-5.0906	5.0906
24835739	-5.33137	5.33137
24837135	-5.60996	5.60996
24837293	-6.05528	6.05528
24837411	-5.68404	5.68404
24837588	-5.78002	5.78002
24837589	-6.11459	6.11459
25285786	5.24078	5.24078
26106124	5.06878	5.06878
26106130	-5.06865	5.06865
26106543	-5.2442	5.2442
27370797	-4.98996	4.98996
27823554	-5.81027	5.81027
27825703	4.94238	4.94238
27868389	4.94505	4.94505
29495013	-4.98031	4.98031
29747251	-5.11787	5.11787
29748952	-5.02053	5.02053
29751221	-5.15333	5.15333
30647497	-5.02071	5.02071
