ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
17958850	-4.41719	4.41719	17933321	6.85103	25529	1
18556882	-3.3898	3.3898	18543946	6.72735	12936	4
22794732	-4.73723	4.73723	22754526	5.28313	40206	2
35290866	5.04884	5.04884	35330759	6.03526	39893	6
35513225	5.00816	5.00816	35509359	7.27039	3866	11
35514770	-3.6159	3.6159	35509359	7.27039	5411	11
35514781	3.60827	3.60827	35509359	7.27039	5422	11
35515208	3.60827	3.60827	35509359	7.27039	5849	11
35515649	4.27614	4.27614	35509359	7.27039	6290	10
35516039	-4.40748	4.40748	35509359	7.27039	6680	10
35516527	4.23267	4.23267	35509359	7.27039	7168	10
35516817	-4.254	4.254	35509359	7.27039	7458	10
35516915	4.24955	4.24955	35509359	7.27039	7556	10
35516931	-4.25633	4.25633	35509359	7.27039	7572	10
35517269	4.24955	4.24955	35509359	7.27039	7910	10
35517408	-4.31018	4.31018	35509359	7.27039	8049	10
35517460	-6.39259	6.39259	35509359	7.27039	8101	10
53408840	-3.56357	3.56357	53426253	5.94822	17413	2
53408840	3.52192	3.52192	53426253	5.94822	17413	2
53419040	-4.68434	4.68434	53426253	5.94822	7213	2
82164517	-4.44243	4.44243	82193821	5.38364	29304	2
82166149	-3.92676	3.92676	82193821	5.38364	27672	2
82166920	3.86177	3.86177	82193821	5.38364	26901	2
98288649	3.32486	3.32486	98292918	5.39394	4269	1
122399032	-4.42945	4.42945	122410127	5.60332	11095	1
122399405	-4.45655	4.45655	122410127	5.60332	10722	1
122402740	-4.68872	4.68872	122410127	5.60332	7387	1
122403198	5.27656	5.27656	122410127	5.60332	6929	1
122403303	4.73068	4.73068	122410127	5.60332	6824	1
122404864	-4.76274	4.76274	122410127	5.60332	5263	1
122405520	5.25568	5.25568	122410127	5.60332	4607	1
124734090	-3.50055	3.50055	124724448	5.66859	9642	6
124734651	-4.29714	4.29714	124724448	5.66859	10203	6
124738524	4.12544	4.12544	124724448	5.66859	14076	6
124739207	4.20497	4.20497	124724448	5.66859	14759	6
124809843	-4.33718	4.33718	124814773	5.09631	4930	5
125465634	4.52929	4.52929	125428175	5.14526	37459	1
125466163	-3.90685	3.90685	125428175	5.14526	37988	1
125467805	-4.08573	4.08573	125428175	5.14526	39630	1
126013171	3.98745	3.98745	125990809	5.13006	22362	1
126013171	3.32507	3.32507	125990809	5.13006	22362	1
126013171	-3.38158	3.38158	125990809	5.13006	22362	1
126013219	-3.37054	3.37054	125990809	5.13006	22410	1
131951856	-3.48081	3.48081	131936806	5.44882	15050	3
135901141	3.46741	3.46741	135917543	5.75808	16402	1
136102515	4.16186	4.16186	136084694	5.38577	17821	2
